"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"36902","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C81208","","","INTERP","A data derivation or imputation technique which sets the analysis value on the record to a function of known values to estimate a value within the range.","C81208","Interpolation","Interpolation Imputation Technique"
"36903","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C105701","","","LLOD","A data derivation or imputation technique which sets the analysis value on the record to the lower limit of detection of a test.","C105701","Lower Limit of Detection","Detection Limit"
"36904","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C170543","","","LLOQ","A data derivation or imputation technique which sets the analysis value on the record to the lower limit of quantification of a test.","C170543","Lower Limit of Quantification","Lower Limit of Quantification Derivation Technique"
"36905","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C81198","","","LOCF","A data derivation or imputation technique which sets the analysis value on the record to the subject's previous non-missing value.","C81198","Last Observation Carried Forward","Last Observation Carried Forward Imputation Technique"
"36906","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C132341","","","LOV","A data derivation or imputation technique which sets the analysis value on the record to the subject's last recorded non-missing observation.","C132341","Last Observed Value","Last Observed Value Imputation Technique"
"36907","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C132342","","","LVPD","A data derivation or imputation technique which sets the analysis value on the record to the subject's last observed value prior to the start of study treatment.","C132342","Last Value Prior to Dosing","Last Value Prior to Dosing Imputation Technique"
"36908","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C82868","","","MAXIMUM","A data derivation or imputation technique which sets the analysis value on the record to the subject's maximum value over a defined set of records.","C82868","Maximum","Maximum Value Derivation Technique"
"36909","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C82867","","","MINIMUM","A data derivation or imputation technique which sets the analysis value on the record to the subject's minimum value over a defined set of records.","C82867","Minimum","Minimum Value Derivation Technique"
"36910","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C53331","","","ML","A data derivation or imputation technique which sets the analysis value on the record to the estimate that maximizes the probability of observing what has in fact been observed.","C53331","Maximum Likelihood","Maximum Likelihood Estimation"
"36911","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C81204","","","MOTH","A data derivation or imputation technique which sets the analysis value on the record to the mean value from a comparator or reference group.","C81204","Mean of Other Group","Mean of Other Group Imputation Technique"
"36912","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C81207","","","MOV","A data derivation or imputation technique which sets the analysis value on the record to the mean value observed in a group of subjects.","C81207","Mean Observed Value in a Group","Mean Observed Value in a Group Imputation Technique"
"36913","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C170545","","","PHANTOM","A technique that creates a record with a missing analysis value when there is no observed record for a given analysis visit or analysis timepoint.","C170545","Phantom Record","Phantom Record Imputation Technique"
"36914","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C81205","","","POCF","A data derivation or imputation technique which sets the analysis value on the record to the subject's next-to-last non-missing value.","C81205","Penultimate Observation Carried Forward","Penultimate Observation Carried Forward Imputation Technique"
"36915","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C81200","","","SOCF","A data derivation or imputation technique which sets the analysis value on the record to the subject's non-missing screening observation.","C81200","Screening Observation Carried Forward","Screening Observation Carried Forward Imputation Technique"
"36916","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C174264","","","ULOD","A data derivation or imputation technique which sets the analysis value on the record to the upper limit of detection of a test.","C174264","Upper Limit of Detection","Upper Limit of Detection Imputation Technique"
"36917","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C170544","","","ULOQ","A data derivation or imputation technique which sets the analysis value on the record to the upper limit of quantification of a test.","C170544","Upper Limit of Quantification","Upper Limit of Quantification Derivation Technique"
"36918","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C81203","","","WC","A data derivation or imputation technique which sets the analysis value on the record to the worst possible outcome.","C81203","Worst Case","Worst Case Imputation Technique"
"36919","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C132343","","","WOC","A data derivation or imputation technique which sets the analysis value on the record to the worst recorded outcome within a subject.","C132343","Worst Observed Case","Worst Observed Case Imputation Technique"
"36920","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C81199","","","WOCF","A data derivation or imputation technique which sets the analysis value on the record to the subject's worst-case non-missing observation.","C81199","Worst Observed Value Carried Forward","Worst Observation Carried Forward Imputation Technique"
"36921","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81224-C81206","","","WOV","A data derivation or imputation technique which sets the analysis value on the record to the worst value observed in a group of subjects.","C81206","Worst Observed Value in a Group","Worst Observed Value in a Group Imputation Technique"
"36922","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C172334","Generalized Anxiety Disorder - 7 Version 2 Questionnaire Parameter Code","false","GAD02PC","A parameter code codelist for the Generalized Anxiety Disorder - 7 Version 2 Questionnaire (GAD-7 V2) to support the calculation of total score in ADaM.","C172334","Generalized Anxiety Disorder - 7 Version 2 Questionnaire Parameter Code","CDISC ADaM Generalized Anxiety Disorder-7 Version 2 Questionnaire Parameter Code Terminology"
"36923","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C172334-C172451","","","GAD02TS","Generalized Anxiety Disorder - 7 Version 2 - Total score used for analysis.","C172451","GAD02-Total Score - Analysis","Generalized Anxiety Disorder - 7 Version 2 - Analysis"
"36924","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C172335","Generalized Anxiety Disorder - 7 Version 2 Questionnaire Parameter Name","false","GAD02PN","A parameter name codelist for the Generalized Anxiety Disorder - 7 Version 2 Questionnaire (GAD-7 V2) to support the calculation of total score in ADaM.","C172335","Generalized Anxiety Disorder - 7 Version 2 Questionnaire Parameter Name","CDISC ADaM Generalized Anxiety Disorder-7 Version 2 Questionnaire Parameter Name Terminology"
"36925","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C172335-C172451","","","GAD02-Total Score - Analysis","Generalized Anxiety Disorder - 7 Version 2 - Total score used for analysis.","C172451","GAD02-Total Score - Analysis","Generalized Anxiety Disorder - 7 Version 2 - Analysis"
"36926","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C158114","Geriatric Depression Scale Short Form Questionnaire Parameter Code","false","GDS02PC","A parameter code codelist for the Geriatric Depression Scale Short Form questionnaire (GDS02) to support the calculation of total score in ADaM.","C158114","Geriatric Depression Scale Short Form Questionnaire Parameter Code","CDISC ADaM Geriatric Depression Scale Short Form Questionnaire Parameter Code Terminology"
"36927","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C158114-C158155","","","GDS02TS","Geriatric Depression Scale Short Form - Total score used for analysis.","C158155","GDS02-Total Score - Analysis","Geriatric Depression Scale Short Form - Total Score"
"36928","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C158115","Geriatric Depression Scale Short Form Questionnaire Parameter Name","false","GDS02PN","A parameter name codelist for the Geriatric Depression Scale Short Form questionnaire (GDS02) to support the calculation of total score in ADaM.","C158115","Geriatric Depression Scale Short Form Questionnaire Parameter Name","CDISC ADaM Geriatric Depression Scale Short Form Questionnaire Parameter Name Terminology"
"36929","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C158115-C158155","","","GDS02-Total Score - Analysis","Geriatric Depression Scale Short Form - Total score used for analysis.","C158155","GDS02-Total Score - Analysis","Geriatric Depression Scale Short Form - Total Score"
"36930","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81225","Parameter Type","false","PARAMTYP","Parameter Type: Indicates whether the parameter is derived as a function of one or more other parameters.","C81225","Parameter Type","CDISC ADaM Parameter Type Terminology"
"36931","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81225-C81197","","","DERIVED","Derived: Indicates that a parameter is derived as a function of one or more other parameters.","C81197","","Derived Flag"
"36932","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C165644","Pool for Integration","true","POOLINT","Terminology relevant to the name of the Pool, often defined in the integrated statistical analysis plan, which identifies the combination of subjects' clinical trial experience and will be the focus of the integrated analysis.","C165644","Pool for Integration","CDISC ADaM Pool for Integration Terminology"
"36933","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C165644-C165858","","","OVERALL","The pool that includes data across all studies within which the subject has participated, used for the overall integrated analysis.","C165858","","Overall Pooled Data"
"36934","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C124296","Subject Trial Status","true","SBJTSTAT","Indicates the status of the subject in the trial.","C124296","Subject Trial Status","CDISC ADaM Subject Trial Status Terminology"
"36935","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C124296-C25250","","","COMPLETED","To possess every necessary or normal part or component or step; having come or been brought to a conclusion. (NCI)","C25250","","Complete"
"36936","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C124296-C25484","","","DISCONTINUED","To stop or end, permanently or temporarily.","C25484","","Discontinue"
"36937","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C124296-C53279","","","ONGOING","Remain in force or carry on without letup; keep or maintain in unaltered condition; exist in time or space without stop or interruption. (NCI)","C53279","Continuous","Continue"
"36938","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81226","Time Imputation Flag","false","TIMEFL","Time Imputation Flag: Indicates the level of imputation reflected in a time value.","C81226","Time Imputation Flag","CDISC ADaM Time Imputation Flag Terminology"
"36939","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81226-C81213","","","H","Hours Imputed: Entire time (hours, minutes and seconds) is imputed.","C81213","","Hours Minutes Seconds Imputed"
"36940","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81226-C81214","","","M","Minutes Imputed: Minutes and seconds are imputed.","C81214","","Minutes Seconds Imputed"
"36941","http://id.d4k.dk/dataset/cdisc/ct/v48/adam/C81226-C81215","","","S","Seconds Imputed: Seconds are imputed.","C81215","","Seconds Imputed"
