"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"38153","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C142191","Clinical Study Attribute Terminology","False","Clinical Study Attribute Terminology","A terminology value set relevant to the attributes of the clinical study entity.","C142191","Clinical Study Attribute Terminology","CDISC Protocol Entities Clinical Study Attribute Terminology"
"38154","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C142191-C70794","","","Primary Clinical Study Sponsor","The individual, organization, group or other legal person taking responsibility for securing the arrangements to initiate and/or manage a study (including arrangements to ensure that the study design meets appropriate standards and to ensure appropriate conduct and reporting). In commercial trials, the primary sponsor is normally the main applicant for regulatory authorization to begin the study. It may or may not be the main funder. (NCI)","C70794","","Primary Clinical Study Sponsor"
"38155","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C142191-C70795","","","Secondary Clinical Study Sponsor","Additional individuals, organizations or other legal persons, if any, that have agreed with the primary sponsor to take on responsibilities of sponsorship. A secondary sponsor may have agreed to take on all the responsibilities of sponsorship jointly with the primary sponsor; or to form a group with the primary sponsor in which the responsibilities of sponsorship are allocated among the members of the group; or to act as the sponsor's legal representative in relation to some or all of the study sites; or to take responsibility for the accuracy of study registration information submitted.","C70795","","Secondary Clinical Study Sponsor"
"38156","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C142191-C71473","","","Study Activity","An action, undertaking, or event, which is anticipated to be performed or observed, or was performed or observed, according to the study protocol during the execution of the study.","C71473","","Study Activity"
"38157","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C142191-C94122","","","Study Rationale","A statement describing the overall rationale of the study. This field describes the contribution of this study to product development, i.e., what knowledge is being contributed from the conduct of this study.","C94122","Study Purpose","Study Protocol Version Purpose Statement"
"38158","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C142191-C93682","","","Study Schematic Diagram","A diagram that outlines the decision points (e.g. randomization, response evaluation) that define the different paths a participant could take through the study. This is typically a block diagram and may include epochs, timing of randomization, treatment arms, and duration of treatments.","C93682","Study Schema","Study Schematic"
"38159","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C142191-C142175","","","Study Type","The nature of the investigation for which study information is being collected. (After clinicaltrials.gov)","C142175","Study Type","Study Type"
"38160","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020","Clinical Trial Attribute Terminology","False","Clinical Trial Attribute Terminology","A terminology value set relevant to the attributes of the clinical trial entity.","C139020","Clinical Trial Attribute Terminology","CDISC Protocol Entities Clinical Trial Attribute Terminology"
"38161","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C139170","","","Country of Recruitment","The country in which participants are located when enrolling in a trial or study.","C139170","","Country of Recruitment"
"38162","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C139171","","","Date of First Enrollment","Date or date and time of first subject enrollment into a study, as verifiable by a convention that is consistent with authoritative regulatory criteria. Compare with study start. [Modified from ICH E3] (CDISC Glossary)","C139171","","Date of First Enrollment into Study"
"38163","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C25370","","","Exclusion Criteria","List of characteristics in a protocol, any one of which may exclude a potential subject from participation in a study. (CDISC glossary)","C25370","","Exclusion Criteria"
"38164","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C25532","","","Inclusion Criteria","The criteria in a protocol that prospective subjects must meet to be eligible for participation in a study. NOTE: Exclusion and inclusion criteria define the study population. See also exclusion criteria. (CDISC glossary)","C25532","","Inclusion Criteria"
"38165","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C127796","","","Planned Trial Duration","The approximate period of time over which the clinical trial is expected to occur.","C127796","Planned Trial Duration","Planned Trial Duration"
"38166","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C139168","","","Primary Sponsor Name","The name of the entity that is considered the primary sponsor for the trial or study. (NCI)","C139168","","Primary Study Sponsor Name"
"38167","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C139169","","","Secondary Sponsor Name","The name of the entity that is considered the secondary sponsor for the trial or study. (NCI)","C139169","","Secondary Study Sponsor Name"
"38168","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C139167","","","Source of Monetary or Material Support for Study","The major organizations providing monetary or material support for the conduct of the trial, including, but not limited to, funding, design, implementation, data analysis and reporting. (EudraCT)","C139167","","Source of Monetary or Material Support for Study"
"38169","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C139172","","","Target Sample Size","The total number of planned participants in a study or trial.","C139172","","Target Sample Size"
"38170","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C101302","","","Therapeutic Area","A knowledge field that focuses on research and development of specific treatments for diseases and pathologic findings, as well as prevention of conditions that negatively impact the health of an individual. (NCI)","C101302","Therapeutic Area","Therapeutic Area"
"38171","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C15787","","","Trial Design","The detailed planning of a study of the safety, efficacy, or optimum dosage schedule (if appropriate) of one or more diagnostic, therapeutic, or prophylactic drugs, devices, or techniques selected according to predetermined criteria of eligibility and observed for predefined evidence of favorable and unfavorable effects. (NCI)","C15787","","Clinical Trials Design"
"38172","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C112038","","","Trial Disease/Condition Indication","The condition, disease or disorder that the clinical trial is intended to investigate or address.","C112038","Trial Disease/Condition Indication","Trial Indication"
"38173","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C49652","","","Trial Intent","The planned purpose of the therapy, device, or agent under study in the clinical trial.","C49652","Trial Intent Type","Clinical Study by Intent"
"38174","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C48281","","","Trial Phase","Any defined stage in the lifecycle of a clinical trial.","C48281","Trial Phase Classification","Trial Phase"
"38175","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C85826","","","Trial Primary Objective","The principal purpose of the trial.","C85826","Trial Primary Objective","Trial Primary Objective"
"38176","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C139166","","","Trial Registration Indicator","An indication as to whether the clinical trial has been registered with a trial registry system.","C139166","","Trial Registration Indicator"
"38177","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C85827","","","Trial Secondary Objective","The auxiliary purpose of the trial.","C85827","Trial Secondary Objective","Trial Secondary Objective"
"38178","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C85838","","","Trial Site","Any healthcare organization, institution, facility or provider directly involved in conducting or facilitating a particular clinical trial. (NCI)","C85838","Investigative Site;Investigator Site","Clinical Trial Site"
"38179","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C139020-C49660","","","Trial Type","The nature of the interventional study for which information is being collected.","C49660","Trial Scope;Trial Type","Trial Type"
"38180","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170440","Endpoint Attribute Terminology","False","Endpoint Attribute Terminology","A terminology value set relevant to the attributes of the endpoint entity.","C170440","Endpoint Attribute Terminology","CDISC Protocol Endpoint Attribute Terminology"
"38181","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170440-C170557","","","Endpoint Type","A characterization or classification of the defined variable intended to reflect an outcome measure of interest that is statistically analyzed to address a particular research question.","C170557","","Study Endpoint Type"
"38182","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170440-C170558","","","Justification for Endpoint","The rationale or explanation for why each study endpoint was chosen.","C170558","","Justification for Study Endpoint"
"38183","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170441","Endpoint Type Value Set Terminology","False","Endpoint Type Value Set Terminology","The terminology relevant to the type of endpoint for the study.","C170441","Endpoint Type Value Set Terminology","CDISC Protocol Endpoint Type Value Set Terminology"
"38184","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170441-C170561","","","Composite Endpoint","Endpoint(s) constructed from two or more endpoints that represents an overall clinically relevant measure of clinical benefit.","C170561","Combined Endpoint","Composite Endpoint"
"38185","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170441-C170560","","","Direct Endpoint","Endpoint(s) used in clinical studies to directly measure how a patient feels, functions, or survives. These endpoint(s) in themselves represent or characterize the clinical outcome of interest. (FDA: https://www.fda.gov/media/84987/download)","C170560","","Direct Endpoint"
"38186","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170441-C170559","","","Exploratory Endpoint","Endpoint(s) that may include clinically important events that are expected to occur too infrequently to show a treatment effect or endpoints that for other reasons are thought to be less likely to show an effect but are included to explore new hypotheses. (After FDA-NIH Protocol Template)","C170559","","Exploratory Endpoint"
"38187","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170441-C94496","","","Primary Endpoint","Endpoint(s) of greatest importance that is the basis for concluding whether the study met its objective(s) and provides a clinically relevant, valid, and reliable measure of the primary objective(s). (After FDA-NIH Protocol Template)","C94496","","Primary Endpoint"
"38188","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170441-C139173","","","Secondary Endpoint","Endpoint(s) that may provide supportive information about the effect of the study intervention(s) on the primary endpoint or demonstrate additional effects on the disease or condition. (After FDA-NIH Protocol Template)","C139173","","Secondary Endpoint"
"38189","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170441-C68772","","","Surrogate Endpoint","Endpoint(s) used in clinical studies as a substitute for a direct measure of how a patient feels, functions, or survives. A surrogate endpoint is expected to predict clinical benefit or harm based on epidemiologic, therapeutic, pathophysiologic, or other scientific evidence. A surrogate endpoint does not measure the clinical benefit of primary interest in and of itself. (After NIH-FDA BEST (Biomarkers, Endpoints, and other Tools) Resource, https://www.ncbi.nlm.nih.gov/books/NBK338448/)","C68772","","Surrogate Endpoint"
"38190","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C184334","Informed Consent Attribute Terminology","False","Informed Consent Attribute Terminology","A terminology value set relevant to the attributes of the informed consent.","C184334","Informed Consent Attribute Terminology","CDISC Protocol Informed Consent Attribute Terminology"
"38191","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C184334-C161418","","","Assent","Assent given by a minor or adult who is unable to give informed consent on their own behalf, to participate in a clinical trial. Assent must be accompanied by consent from a parent or legal guardian for full participation in the study.","C161418","Informed Assent","Informed Assent"
"38192","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C184334-C16468","","","Informed Consent Form","A formal document explaining the potential risks and benefits of participation in a study and the rights and responsibilities of the parties involved, in a manner that is understandable to the subject or their legally authorized representative.","C16468","Informed Consent Document","Consent Form"
"38193","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C184334-C184390","","","Informed Consent Process","The procedure by which informed consent is obtained and documented by means of a written, signed, and dated informed consent form. This process may include obtaining assent from subjects with legally authorized representatives. (ICH GCP)","C184390","Informed Consent Procedure","Informed Consent Process"
"38194","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177906","Ingredient Attribute Terminology","False","Ingredient Attribute Terminology","A terminology value set relevant to the attributes of the ingredient.","C177906","Ingredient Attribute Terminology","CDISC Protocol Ingredient Attribute Terminology"
"38195","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177906-C177929","","","Drug Product Component","Any ingredient intended for use in the manufacture of a drug product, including those that may not appear in such drug product. (FDA 21 CFR 314.3(a))","C177929","Component","Drug Product Component"
"38196","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177906-C177928","","","Ingredient Type","A characterization or classification of the component that constitutes a part of a compound or mixture.","C177928","","Ingredient Type"
"38197","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177907","Ingredient Type Value Set Terminology","False","Ingredient Type Value Set Terminology","The terminology relevant to the identification of the kind of ingredient.","C177907","Ingredient Type Value Set Terminology","CDISC Protocol Ingredient Type Value Set Terminology"
"38198","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177907-C82533","","","Active Ingredient","Any component of a study product intended to exert pharmacological activity or other direct effect in the diagnosis, cure, mitigation, treatment, or prevention of disease, or to affect the structure or any function of the body of humans or other animals. (After 21 CFR 210.3(b)(7))","C82533","","Active Ingredient"
"38199","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177907-C42637","","","Inactive Ingredient","Any component of a study product other than an active ingredient. (After FDA 21 CFR 210.3(b)(8))","C42637","Inert Ingredient","Pharmaceutical Excipient"
"38200","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177905","Intervention Attribute Terminology","False","Intervention Attribute Terminology","A terminology value set relevant to the attributes of the intervention.","C177905","Intervention Attribute Terminology","CDISC Protocol Intervention Attribute Terminology"
"38201","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177905-C177931","","","Intervention Description","The textual representation of the study intervention.","C177931","","Intervention Description"
"38202","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177905-C177930","","","Intervention Name","The identifying name for the study intervention.","C177930","","Intervention Name"
"38203","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177905-C98747","","","Intervention Type","The kind of product or procedure studied in a trial.","C98747","Intervention Type","Intervention Type"
"38204","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99076","Intervention Model Response","true","INTMODEL","A terminology codelist relevant to the trial design developed to compare treatment groups.","C99076","Intervention Model Response","CDISC SDTM Intervention Model Terminology"
"38205","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99076-C82637","","","CROSS-OVER","Participants receive one of two or more alternative intervention(s) during the initial epoch of the study and receive other intervention(s) during the subsequent epoch(s) of the study.","C82637","","Crossover Study"
"38206","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99076-C82638","","","FACTORIAL","Two or more interventions, each alone or in combination, are evaluated in parallel against a control group. This study design allows for the comparison of active drug to placebo, presence of drug-drug interactions, and comparison of active drugs against each other.","C82638","","Factorial Study"
"38207","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99076-C82639","","","PARALLEL","Participants are assigned to one of two or more treatment groups in parallel for the duration of the study.","C82639","","Parallel Study"
"38208","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99076-C142568","","","SEQUENTIAL","Groups of participants are assigned to receive interventions based on prior milestones being reached in the study. (clinicaltrials.gov)","C142568","","Group Sequential Design"
"38209","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99076-C82640","","","SINGLE GROUP","All trial participants are assigned to a single treatment group for the duration of the study.","C82640","","Single Group Study"
"38210","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99078","Intervention Type Response","false","INTTYPE","A terminology codelist relevant to the kind of product or procedure studied in a trial.","C99078","Intervention Type Response","CDISC SDTM Intervention Type Terminology"
"38211","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99078-C15184","","","BEHAVIORAL THERAPY","A technique used to change the behavior of a subject (e.g., psychotherapy, lifestyle counseling, or hypnosis).","C15184","","Behavioral Intervention"
"38212","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99078-C307","","","BIOLOGIC","A substance made from living organisms or things they produce, for example: virus, therapeutic serum, toxin, antitoxin, vaccine, blood, blood component or derivative, allergenic product, or analogous product.","C307","","Biological Agent"
"38213","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99078-C16830","","","DEVICE","Any instrument, apparatus, implement, machine, appliance, implant, reagent for in vitro use, software, material or other similar or related article, intended by the manufacturer to be used, alone or in combination for, one or more specific medical purpose(s).","C16830","Medical Device","Medical Device"
"38214","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99078-C1505","","","DIETARY SUPPLEMENT","Preparations containing ingredient(s) intended to supplement the diet.","C1505","","Dietary Supplement"
"38215","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99078-C1909","","","DRUG","An active natural, synthetic or semi-synthetic ingredient including endogenous body substance that is intended to furnish pharmacological activity or other direct effect in the diagnosis, cure, mitigation, treatment, or prevention of disease or to affect the structure or any function of the human body, but does not include intermediates used in the synthesis of such ingredient (21 CFR 314.3(b)).","C1909","","Pharmacologic Substance"
"38216","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99078-C15238","","","GENETIC","Introduction of genetic material into cells in order to correct or treat an inherited or acquired disease.","C15238","Gene Therapy","Gene Therapy"
"38217","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99078-C17649","","","OTHER","Different than the one(s) previously specified or mentioned. (NCI)","C17649","Other","Other"
"38218","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99078-C98769","","","PROCEDURE","Any activity performed by manual and/or instrumental means for the purpose of diagnosis, assessment, therapy, prevention, or palliative care.","C98769","Medical Procedure","Physical Medical Procedure"
"38219","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99078-C15313","","","RADIATION","Use of targeted or whole body radiation to treat a disease.","C15313","Radiation Therapy;Radiotherapy","Radiation Therapy"
"38220","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C66742","No Yes Response","false","NY","A term that is used to indicate a question with permissible values of yes/no/unknown/not applicable.","C66742","No Yes Response","CDISC SDTM Yes No Unknown or Not Applicable Response Terminology"
"38221","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C66742-C49487","","","N","The non-affirmative response to a question. (NCI)","C49487","No","No"
"38222","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C66742-C48660","","","NA","Determination of a value is not relevant in the current context. (NCI)","C48660","NA;Not Applicable","Not Applicable"
"38223","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C66742-C17998","","","U","Not known, not observed, not recorded, or refused. (NCI)","C17998","U;UNK;Unknown","Unknown"
"38224","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C66742-C49488","","","Y","The affirmative response to a question. (NCI)","C49488","Yes","Yes"
"38225","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C127259","Observational Study Model","true","OBSSMO","The terminology relevant to the trial design for observational studies.","C127259","Observational Study Model","CDISC SDTM Observational Study Model Terminology"
"38226","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C127259-C15197","","","CASE CONTROL","A study that compares groups of people with generally similar characteristics, those with the condition under study (case) and those without the condition under study (control).","C15197","","Case-Control Study"
"38227","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C127259-C127779","","","CASE CROSSOVER","A study in which the subject characteristics of the case, immediately prior to disease onset (sometimes called the hazard period), are compared to characteristics of same case at a prior time (i.e., control period). (ClinicalTrials.gov)","C127779","","Observational Case-Crossover Study"
"38228","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C127259-C15362","","","CASE ONLY","A study in which the subject with the condition under study (the case) is compared against a theoretical/historical model of distribution that serves as a control.","C15362","","Case Study"
"38229","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C127259-C15208","","","COHORT","A study in which subjects are grouped based on a predefined personal or administrative characteristic.","C15208","","Cohort Study"
"38230","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C127259-C127780","","","ECOLOGIC OR COMMUNITY","A study in which geographically distinct study populations are compared with respect to a particular outcome.","C127780","","Ecologic or Community Based Study"
"38231","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C127259-C15407","","","FAMILY BASED","A study in which related or non-related family members are compared with respect to a particular outcome.","C15407","","Family Study"
"38232","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165641","Outcome Measure Attribute Terminology","False","Outcome Measure Attribute Terminology","A terminology value set relevant to the attributes of the outcome measure entity.","C165641","Outcome Measure Attribute Terminology","CDISC Protocol Outcome Measure Attribute Terminology"
"38233","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165641-C165138","","","Outcome Measure Description","A full description of the outcome measure.","C165138","","Study Outcome Measure Description"
"38234","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165641-C165859","","","Outcome Measure Time Frame","The period of time over which the study outcome measure is assessed.","C165859","","Outcome Measure Time Frame"
"38235","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165641-C165860","","","Outcome Measure Title","The descriptive name of the outcome measure.","C165860","","Outcome Measure Title"
"38236","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165641-C165861","","","Outcome Measure Type","A characterization or classification of the specific key measurement(s) or observation(s) used to measure the effect of experimental variables on the participants in a study, or for observational studies, to describe patterns of diseases or traits or associations with exposures, risk factors or treatment.","C165861","","Outcome Measure Type"
"38237","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170442","Outcome Measure Type Value Set Terminology","False","Outcome Measure Type Value Set Terminology","The terminology relevant to the type of outcome measure for the study.","C170442","Outcome Measure Type Value Set Terminology","CDISC Protocol Outcome Measure Type Value Set Terminology"
"38238","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170442-C98724","","","Exploratory Outcome Measure","The outcome measure(s) that is part of a pre-specified analysis plan used to evaluate the exploratory endpoint(s) associated with exploratory study objective(s) and/or any other measures, excluding post-hoc measures, that are a focus of the study. (After clinicaltrials.gov)","C98724","Exploratory Outcome Measure","Exploratory Outcome Measure"
"38239","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170442-C98772","","","Primary Outcome Measure","The outcome measure(s) of greatest importance specified in the protocol, usually the one(s) used in the power calculation, to evaluate the primary endpoint(s) associated with the primary study objective(s). (After Clinicaltrials.gov)","C98772","Primary Outcome Measure","Primary Outcome Measure"
"38240","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C170442-C98781","","","Secondary Outcome Measure","The outcome measure(s) that is part of a pre-specified analysis plan used to evaluate the secondary endpoint(s) associated with secondary study objective(s) and/or used to evaluate any measure(s) ancillary to the primary or secondary endpoint(s). (After Clinicaltrials.gov).","C98781","Secondary Outcome Measure","Secondary Outcome Measure"
"38241","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165642","Oversight Entity Value Set","False","Oversight Entity Value Set","The terminology relevant to the type of oversight entity for the study.","C165642","Oversight Entity Value Set","CDISC Protocol Oversight Entity Value Set Terminology"
"38242","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165642-C142489","","","Data Monitoring Committee","A group of independent experts who are appointed to monitor the safety and scientific integrity of a research intervention, protect the confidentiality of participant data, and to make recommendations to the sponsor regarding the stopping of the trial for safety, efficacy, or for futility. (clinicaltrials.gov)","C142489","Data and Safety Monitoring Board;Data and Safety Monitoring Committee DSMB;Data Monitoring and Oversight Committee;DMC;DMOC;DSMC;IDMC;Independent Data Monitoring Committee","Data Monitoring Committee"
"38243","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165642-C142579","","","Independent Ethics Committee","An independent body (a review board or a committee, institutional, regional, national, or supranational), constituted of medical professionals and non-medical members, whose responsibility it is to ensure the protection of the rights, safety and well-being of human subjects involved in a study and to provide public assurance of that protection, by, among other things, reviewing and approving/providing favorable opinion on, the study protocol, the suitability of the investigator(s), facilities, and the methods and material to be used in obtaining and documenting informed consent of the study subjects. The legal status, composition, function, operations and regulatory requirements pertaining to Independent Ethics Committees may differ among countries, but should allow the Independent Ethics Committee to act in agreement with GCP as described in the ICH E6 guideline. (ICH E6 R2)","C142579","IEC","Independent Ethics Committee"
"38244","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165642-C165865","","","Independent Safety Monitor","An independent physician or health-care professional who evaluates individual and cumulative participant data to make recommendations regarding the safe continuation of the study. (NIH)","C165865","ISM","Independent Safety Monitor"
"38245","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165642-C16741","","","Institutional Review Board","An independent body constituted of medical, scientific, and non-scientific members, whose responsibility is to ensure the protection of the rights, safety and well-being of human subjects involved in a study by, among other things, reviewing, approving, and providing continuing review of study protocol and amendments and of the methods and material to be used in obtaining and documenting informed consent of the study subjects. (ICH E6 R2)","C16741","IRB","Institutional Review Board"
"38246","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165642-C165866","","","Observational Study Monitoring Committee","A group of independent experts who are appointed to monitor the safety and scientific integrity of an observational study, including protecting the confidentiality of participant data and to make recommendations regarding the stopping of the study for safety or for futility. (clinicaltrials.gov)","C165866","Observational Study Monitoring Board;OSMB;OSMC","Observational Study Monitoring Committee"
"38247","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165642-C165867","","","Safety Monitoring Committee","Group of individuals with pertinent expertise that reviews, on a regular basis, accumulating safety data from an ongoing clinical study. This independent committee monitors the safety of participants during the study.","C165867","Safety Assessment Committee;Safety Monitoring Board;SMC","Safety Monitoring Committee"
"38248","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C147068","Participant Allocation Value Set","False","Participant Allocation Value Set","A terminology codelist for the method of assigning participants, or subjects, to groups or categories within a clinical study.","C147068","Participant Allocation Value Set","CDISC Protocol Subject Allocation Response Terminology"
"38249","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C147068-C93043","","","Nonrandomized","Participants are expressly assigned to intervention groups through a non-random method. (clinicaltrials.gov)","C93043","","Nonrandomized Clinical Trial"
"38250","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C147068-C48660","","","Not Applicable","Determination of a value is not relevant in the current context. (NCI)","C48660","NA;Not Applicable","Not Applicable"
