"id:ID","uri","label","extensible","notation","definition","identifier","alt_label","pref_label"
"36961","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78419","Concomitant Medication Dosing Frequency per Interval","true","CMDOSFRQ","A terminology subset of the CDISC SDTM Frequency codelist created for CDASH Concomitant Medication Dosing Frequency per Interval codelist. (NCI)","C78419","Concomitant Medication Dosing Frequency per Interval","CDISC CDASH Concomitant Medication Dosing Frequency per Interval Terminology"
"36962","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78419-C64496","","","BID","Two times per day, at unspecified times. (NCI)","C64496","BD;Twice per day","Twice Daily"
"36963","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78419-C64499","","","PRN","As needed. (NCI)","C64499","As needed","As Needed"
"36964","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78419-C25473","","","QD","A rate of occurrences within a period of time equal to one day.","C25473","/day;Daily;Per Day","Daily"
"36965","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78419-C64530","","","QID","Four times per day. (NCI)","C64530","4 times per day","Four Times Daily"
"36966","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78419-C64498","","","QM","Every month. (NCI)","C64498","Every Month;Per Month","Monthly"
"36967","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78419-C64525","","","QOD","Every other day. (NCI)","C64525","Every other day;Every Second Day;Every Two Days;Q2D","Every Other Day"
"36968","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78419-C64527","","","TID","Three times per day. (NCI)","C64527","3 times per day","Three Times Daily"
"36969","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78419-C17998","","","UNKNOWN","Not known, not observed, not recorded, or refused. (NCI)","C17998","U;UNK;Unknown","Unknown"
"36970","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420","Concomitant Medication Route of Administration","true","CMROUTE","A terminology subset of the CDISC SDTM Route codelist created for CDASH Concomitant Medication Route of Administration codelist. (NCI)","C78420","Concomitant Medication Route of Administration","CDISC CDASH Concomitant Medication Route of Administration Terminology"
"36971","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38250","","","INTRALESIONAL","Administration within or introduced directly into a localized lesion. (FDA)","C38250","","Intralesional Route of Administration"
"36972","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C28161","","","INTRAMUSCULAR","Administration within a muscle. (FDA)","C28161","","Intramuscular Route of Administration"
"36973","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38255","","","INTRAOCULAR","Administration within the eye. (FDA)","C38255","","Intraocular Route of Administration"
"36974","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38258","","","INTRAPERITONEAL","Administration within the peritoneal cavity. (FDA)","C38258","","Intraperitoneal Route of Administration"
"36975","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38284","","","NASAL","Administration to the nose; administered by way of the nose. (FDA)","C38284","Intranasal Route of Administration","Nasal Route of Administration"
"36976","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38288","","","ORAL","Administration to or by way of the mouth. (FDA)","C38288","Intraoral Route of Administration;PO","Oral Route of Administration"
"36977","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38295","","","RECTAL","Administration to the rectum. (FDA)","C38295","","Rectal Route of Administration"
"36978","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38216","","","RESPIRATORY (INHALATION)","Administration within the respiratory tract by inhaling orally or nasally for local or systemic effect. (FDA)","C38216","","Inhalation Route of Administration"
"36979","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38299","","","SUBCUTANEOUS","Administration beneath the skin; hypodermic. Synonymous with the term SUBDERMAL. (FDA)","C38299","SC;Subdermal Route of Administration","Subcutaneous Route of Administration"
"36980","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38304","","","TOPICAL","Administration to a particular spot on the outer surface of the body. The E2B term TRANSMAMMARY is a subset of the term TOPICAL. (FDA)","C38304","TOP","Topical Route of Administration"
"36981","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38305","","","TRANSDERMAL","Administration through the dermal layer of the skin to the systemic circulation by diffusion. (FDA)","C38305","","Transdermal Route of Administration"
"36982","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78420-C38313","","","VAGINAL","Administration into the vagina. (FDA)","C38313","","Vaginal Route of Administration"
"36983","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78422","ECG Original Units","true","EGORRESU","A terminology subset of the CDISC SDTM Unit codelist created for CDASH ECG Original Units codelist. (NCI)","C78422","ECG Original Units","CDISC CDASH ECG Original Units Terminology"
"36984","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78422-C49673","","","beats/min","The number of heartbeats measured per minute time. (NCI)","C49673","Beats per Minute;bpm;BPM","Beats per Minute"
"36985","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78422-C41140","","","msec","A unit of time, which is equal to one thousandth of a second.(NCI)","C41140","Millisecond;ms","Millisecond"
"36986","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78422-C42535","","","sec","The base unit of time in the International System of Units (SI) equal to the duration of 9,192,631,770 periods of the specified light radiation corresponding to the transition between the two hyperfine levels of the cesium 133 atom in its ground state at 0 K.","C42535","Second","Second"
"36987","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690","Ethnicity As Collected","true","ETHNICC","A terminology codelist relevant to the ethnicity of an individual as collected on the case report form.","C128690","Ethnicity As Collected","CDISC SDTM Collected Ethnicity Terminology"
"36988","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158197","","","ACHANG","A Chinese person from the Achang ethnic group.","C158197","AC","Achang Chinese"
"36989","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C17950","","","ASHKENAZI JEW","A person of Ashkenazi Jewish descent.","C17950","","Ashkenazi Jew"
"36990","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158171","","","BAI","A Chinese person from the Bai ethnic group.","C158171","BA","Bai Chinese"
"36991","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158193","","","BLANG","A Chinese person from the Blang ethnic group.","C158193","BL","Blang Chinese"
"36992","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158203","","","BONAN","A Chinese person from the Bonan ethnic group.","C158203","BN","Bonan Chinese"
"36993","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158169","","","BUYEI","A Chinese person from the Buyei ethnic group.","C158169","BY","Buyei Chinese"
"36994","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C67118","","","CENTRAL AMERICAN","A person of Central American descent.","C67118","","Central American"
"36995","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158172","","","CHOSEN","A Chinese person from the Chosen ethnic group.","C158172","CS","Chosen Chinese"
"36996","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C67115","","","CUBAN AMERICAN","A person of Cuban and American descent.","C67115","","Cuban or Cuban American"
"36997","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C107608","","","CUBAN","A person of Cuban descent.","C107608","","Cuban"
"36998","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158176","","","DAI","A Chinese person from the Dai (including several different Tai-speaking groups historically referred to as Bai-yi) ethnic group.","C158176","DA","Dai Chinese"
"36999","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158191","","","DAUR","A Chinese person from the Daur ethnic group.","C158191","DU","Daur Chinese"
"37000","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158202","","","DEANG","A Chinese person from the Deang ethnic group.","C158202","DE","Deang Chinese"
"37001","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158209","","","DERUNG","A Chinese person from the Derung ethnic group.","C158209","DR","Derung Chinese"
"37002","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158168","","","DONG","A Chinese person from the Dong ethnic group.","C158168","DO","Dong Chinese"
"37003","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158179","","","DONGXIANG","A Chinese person from the Dongxiang ethnic group.","C158179","DX","Dongxiang Chinese"
"37004","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158199","","","EWENKI","A Chinese person from the Ewenki ethnic group.","C158199","EW","Ewenki Chinese"
"37005","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158211","","","GAOSHAN","A Chinese person from the Gaoshan ethnic group.","C158211","GS","Gaoshan Chinese"
"37006","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158180","","","GELAO","A Chinese person from the Gelao ethnic group.","C158180","GL","Gelao Chinese"
"37007","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158200","","","GIN","A Chinese person from the Gin ethnic group.","C158200","GI","Gin Chinese"
"37008","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158158","","","HAN","A Chinese person from the Han ethnic group (including Chuanqing).","C158158","HA","Han Chinese"
"37009","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158173","","","HANI","A Chinese person from the Hani (including Sangkong) ethnic group.","C158173","HN","Hani Chinese"
"37010","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158210","","","HEZHEN","A Chinese person from the Hezhen ethnic group.","C158210","HZ","Hezhen Chinese"
"37011","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C17459","","","HISPANIC OR LATINO","A person of Mexican, Puerto Rican, Cuban, Central or South American or other Spanish culture or origin, regardless of race. (NCI)","C17459","","Hispanic or Latino"
"37012","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158160","","","HUI","A Chinese person from the Hui (including Utsuls of Hainan, descended from Cham refugees) ethnic group.","C158160","HU","Hui Chinese"
"37013","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158190","","","JINGPO","A Chinese person from the Jingpo ethnic group.","C158190","JP","Jingpo Chinese"
"37014","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158201","","","JINO","A Chinese person from the Jino ethnic group.","C158201","JN","Jino Chinese"
"37015","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158175","","","KAZAK","A Chinese person from the Kazak ethnic group.","C158175","KZ","Kazak Chinese"
"37016","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158189","","","KIRGIZ","A Chinese person from the Kirgiz ethnic group.","C158189","KG","Kirgiz Chinese"
"37017","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158181","","","LAHU","A Chinese person from the Lahu ethnic group.","C158181","LH","Lahu Chinese"
"37018","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C126531","","","LATIN AMERICAN","A person of Latin American descent.","C126531","","Latin American"
"37019","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158212","","","LHOBA","A Chinese person from the Lhoba ethnic group.","C158212","LB","Lhoba Chinese"
"37020","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158174","","","LI","A Chinese person from the Li ethnic group.","C158174","LI","Li Chinese"
"37021","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158178","","","LISU","A Chinese person from the Lisu ethnic group.","C158178","LS","Lisu Chinese"
"37022","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158161","","","MAN","A Chinese person from the Man ethnic group.","C158161","MA","Man Chinese"
"37023","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158194","","","MAONAN","A Chinese person from the Maonan (including the Then) ethnic group.","C158194","MN","Maonan Chinese"
"37024","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C67114","","","MEXICAN AMERICAN","A person of Mexican and American descent.","C67114","","Mexican American"
"37025","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C67113","","","MEXICAN","A person of Mexican descent.","C67113","","Mexican"
"37026","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158163","","","MIAO","A Chinese person from the Miao (Including Hmong) ethnic group.","C158163","MH","Miao Chinese"
"37027","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158207","","","MONBA","A Chinese person from the Monba ethnic group.","C158207","MB","Monba Chinese"
"37028","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158167","","","MONGOL","A Chinese person from the Mongol ethnic group.","C158167","MG","Mongol Chinese"
"37029","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158187","","","MULAO","A Chinese person from the Mulao (including the Qago) ethnic group.","C158187","ML","Mulao Chinese"
"37030","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158184","","","NAXI","A Chinese person from the Naxi (including Mosuo) ethnic group.","C158184","NX","Naxi Chinese"
"37031","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C41222","","","NOT HISPANIC OR LATINO","A person not of Cuban, Mexican, Puerto Rican, South or Central American, or other Spanish culture or origin, regardless of race. An arbitrary ethnic classification. (NCI)","C41222","","Not Hispanic or Latino"
"37032","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C43234","","","NOT REPORTED","Not provided or available.","C43234","Not reported","Not Reported"
"37033","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158198","","","NU","A Chinese person from the Nu ethnic group.","C158198","NU","Nu Chinese"
"37034","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158208","","","OROQEN","A Chinese person from the Oroqen ethnic group.","C158208","OR","Oroqen Chinese"
"37035","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C67112","","","PUERTO RICAN","A person of Puerto Rican descent.","C67112","","Puerto Rican"
"37036","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158196","","","PUMI","A Chinese person from the Pumi ethnic group.","C158196","PM","Pumi Chinese"
"37037","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158185","","","QIANG","A Chinese person from the Qiang ethnic group.","C158185","QI","Qiang Chinese"
"37038","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158204","","","RUSS","A Chinese person from the Russ ethnic group.","C158204","RS","Russ Chinese"
"37039","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158192","","","SALAR","A Chinese person from the Salar ethnic group.","C158192","SL","Salar Chinese"
"37040","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C103283","","","SEPHARDIC JEW","A person of Sephardic Jewish descent.","C103283","","Sephardic Jew"
"37041","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158177","","","SHE","A Chinese person from the She ethnic group.","C158177","SH","She Chinese"
"37042","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C126532","","","SOUTH AMERICAN","A person of South American descent.","C126532","","South American"
"37043","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C67120","","","SPANISH","A person from Spain or of Spanish descent.","C67120","","Spanish"
"37044","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158183","","","SUI","A Chinese person from the Sui ethnic group.","C158183","SU","Sui Chinese"
"37045","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158195","","","TAJIK","A Chinese person from the Tajik ethnic group.","C158195","TA","Tajik Chinese"
"37046","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158213","","","TATAR","A Chinese person from the Tatar ethnic group.","C158213","TT","Tatar Chinese"
"37047","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158186","","","TU","A Chinese person from the Tu ethnic group.","C158186","TU","Tu Chinese"
"37048","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158165","","","TUJIA","A Chinese person from the Tujia ethnic group.","C158165","TJ","Tujia Chinese"
"37049","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C17998","","","UNKNOWN","Not known, not observed, not recorded, or refused. (NCI)","C17998","U;UNK;Unknown","Unknown"
"37050","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158162","","","UYGUR","A Chinese person from the Uygur ethnic group.","C158162","UG","Uygur Chinese"
"37051","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158206","","","UZBEK","A Chinese person from the Uzbek ethnic group.","C158206","UZ","Uzbek Chinese"
"37052","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158182","","","VA","A Chinese person from the Va ethnic group.","C158182","VA","Va Chinese"
"37053","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158188","","","XIBE","A Chinese person from the Xibe ethnic group.","C158188","XB","Xibe Chinese"
"37054","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158170","","","YAO","A Chinese person from the Yao ethnic group.","C158170","YA","Yao Chinese"
"37055","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158164","","","YI","A Chinese person from the Yi ethnic group.","C158164","YI","Yi Chinese"
"37056","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158205","","","YUGUR","A Chinese person from the Yugur ethnic group.","C158205","YG","Yugur Chinese"
"37057","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158166","","","ZANG","A Chinese person from the Zang (including Amdowa, Khampa and some Pumi speakers) ethnic group.","C158166","ZA","Zang Chinese"
"37058","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C128690-C158159","","","ZHUANG","A Chinese person from the Zhuang ethnic group.","C158159","ZH","Zhuang Chinese"
"37059","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426","Exposure Dose Form","true","EXDOSFRM","A terminology subset of the CDISC SDTM Pharmaceutical Dosage Form codelist created for CDASH Exposure Dose Form codelist. (NCI)","C78426","Exposure Dose Form","CDISC CDASH Exposure Dose Form Terminology"
"37060","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426-C42887","","","AEROSOL","A product that is packaged under pressure and contains therapeutically active ingredients that are released upon activation of an appropriate valve system; it is intended for topical application to the skin as well as local application into the nose (nasal aerosols), mouth (lingual aerosols), or lungs (inhalation aerosols).","C42887","aer","Aerosol Dosage Form"
"37061","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426-C25158","","","CAPSULE","A solid pharmaceutical dosage form that contains medicinal agent within either a hard or soft soluble container or shell, usually used for the oral administration of medicine. The shells are made of a suitable form of gelatin or other substance. (NCI)","C25158","cap","Capsule Dosage Form"
"37062","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426-C28944","","","CREAM","A semisolid emulsion of either the oil-in-water or the water-in-oil type, ordinarily intended for topical use. (NCI)","C28944","","Cream Dosage Form"
"37063","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426-C42933","","","GAS","Any elastic aeriform fluid in which the molecules are separated from one another and have free paths. (NCI)","C42933","","Gas Dosage Form"
"37064","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426-C42934","","","GEL","A semisolid (1) dosage form that contains a gelling agent to provide stiffness to a solution or a colloidal dispersion (2). A gel may contain suspended particles. Note 1: A semisolid is not pourable; it does not flow or conform to its container at room temperature. It does not flow at low shear stress and generally exhibits plastic flow behavior. Note 2: A colloidal dispersion is a system in which particles of colloidal dimension (i.e., typically between 1 nm and 1 micrometer) are distributed uniformly throughout a liquid.","C42934","","Gel Dosage Form"
"37065","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426-C42966","","","OINTMENT","A suspension or emulsion, semisolid (1) dosage form, usually containing less than 20 percent water and volatiles (2) and greater than 50 percent hydrocarbons, waxes, or polyols as the vehicle. This dosage form is generally for external application to the skin or mucous membranes. Note 1: A semisolid is not pourable; it does not flow or conform to its container at room temperature. It does not flow at low shear stress and generally exhibits plastic flow behavior. Note 2: Percent water and volatiles are measured by a loss on drying test in which the sample is heated at 105 degrees C until constant weight is achieved.","C42966","oint","Ointment Dosage Form"
"37066","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426-C42968","","","PATCH","A drug delivery system that often contains an adhesive backing that is usually applied to an external site on the body. Its ingredients either passively diffuse from, or are actively transported from, some portion of the patch. Depending upon the patch, the ingredients are either delivered to the outer surface of the body or into the body. A patch is sometimes synonymous with the terms Extended Release Film and System.","C42968","","Patch Dosage Form"
"37067","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426-C42972","","","POWDER","An intimate mixture of dry, finely divided drugs and/or chemicals that may be intended for internal or external use. (NCI)","C42972","","Powder Dosage Form"
"37068","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426-C42989","","","SPRAY","A liquid minutely divided as by a jet of air or steam. (NCI)","C42989","","Spray Dosage Form"
"37069","http://id.d4k.dk/dataset/cdisc/ct/v48/cdash/C78426-C42993","","","SUPPOSITORY","A solid body of various weights and shapes, adapted for introduction into the rectal, vaginal, or urethral orifice of the human body; they usually melt, soften, or dissolve at body temperature.","C42993","supp","Suppository Dosage Form"
