"id:ID","alt_label","definition","extensible","identifier","label","notation","pref_label","uri"
"1218","Frequency","The terminology that includes terms pertaining to frequency within CDISC.","true","C71113","Frequency","FREQ","CDISC SDTM Frequency Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71113"
"1219","Genus and Species Response","Terminology related to taxonomic organism names at the genus, species, or subspecies level.","true","C160931","Genus and Species Response","GENUSSPC","CDISC SEND Genus and Species Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160931"
"1220","Implantation Findings Result","Terminology relevant to the results for implantation findings.","true","C124317","Implantation Findings Result","ICFINDRS","CDISC SEND Implantation Findings Result Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124317"
"1221","Implantation Findings Result Category","Terminology relevant to the classifications of the results for implantation classification findings.","true","C124316","Implantation Findings Result Category","ICRESCAT","CDISC SEND Implantation Findings Result Category Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124316"
"1222","Implantation Findings Test Code","Terminology for the test codes relevant to implantation classifications.","true","C124318","Implantation Findings Test Code","ICTESTCD","CDISC SEND Implantation Findings Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124318"
"1223","Implantation Findings Test Name","Terminology for the test names relevant to implantation classifications.","true","C124319","Implantation Findings Test Name","ICTEST","CDISC SEND Implantation Findings Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124319"
"1224","Irradiation Field Orientation/Sequence Response","Terminology relevant to the description of the irradiation field as it pertains to orientation to the body and, when appropriate, the sequencing of exposure(s).","true","C163029","Irradiation Field Orientation/Sequence Response","IRORSEQR","CDISC SEND Irradiation Field Orientation/Sequence Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C163029"
"1225","Laboratory Test Code","Terminology used for laboratory test codes of the CDISC Study Data Tabulation Model.","true","C65047","Laboratory Test Code","LBTESTCD","CDISC SDTM Laboratory Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C65047"
"1226","Laboratory Test Name","Terminology used for laboratory test names of the CDISC Study Data Tabulation Model.","true","C67154","Laboratory Test Name","LBTEST","CDISC SDTM Laboratory Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C67154"
"1227","Laterality","CDISC terminology for anatomical location or specimen further detailing the side(s) of interest.","true","C99073","Laterality","LAT","CDISC SDTM Laterality Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C99073"
"1228","Macroscopic Findings Test Code","Terminology for the test codes concerned with the findings from a specimen that are visible to the naked eye.","true","C89972","Macroscopic Findings Test Code","MATESTCD","CDISC SEND Macroscopic Findings Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89972"
"1229","Macroscopic Findings Test Name","Terminology for the test names concerned with the findings from a specimen that are visible to the naked eye.","true","C89971","Macroscopic Findings Test Name","MATEST","CDISC SEND Macroscopic Findings Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89971"
"1230","Method of Termination","Terminology related to the method by which an experimental organism is euthanized. This includes events that occur as a step in the induction of death.","true","C89975","Method of Termination","MTHTRM","CDISC SEND Method of Termination Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89975"
"1231","Microscopic Histopathology Result Category","Terminology related to the classifications of the results from a microscopic histopathological analysis.","true","C90017","Microscopic Histopathology Result Category","MIRESCAT","CDISC SEND Microscopic Histopathology Result Category Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C90017"
"1232","Microscopy Sexual Maturity Status","Terminology related to the sexual maturity status determined by qualitative microscopic evaluation.","false","C176226","Microscopy Sexual Maturity Status","MISXMAT","CDISC SEND Microscopy Sexual Maturity Status Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C176226"
"1233","Neoplasm Type","The terminology that includes concepts relevant to benign or malignant tissue growth.","true","C88025","Neoplasm Type","NEOPLASM","CDISC SEND Tumor Findings Results Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C88025"
"1234","Neoplastic Status","Terminology related to the classifications of the results from a histopathological analysis of a tumor.","false","C90004","Neoplastic Status","NEOSTAT","CDISC SEND Tumor Findings Histopathology Result Category Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C90004"
"1235","No Yes Response","A term that is used to indicate a question with permissible values of yes/no/unknown/not applicable.","false","C66742","No Yes Response","NY","CDISC SDTM Yes No Unknown or Not Applicable Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C66742"
"1236","Non-Neoplastic Finding Type","The terminology that includes concepts relevant to non-neoplastic microscopic findings.","true","C120531","Non-Neoplastic Finding Type","NONNEO","CDISC SEND Non-Neoplastic Finding Type Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C120531"
"1237","Nonclinical DART Sex","Terminology related to the determination of fetal sex in Developmental and Reproductive Toxicology (DART) studies.","false","C124320","Nonclinical DART Sex","NCDSEX","CDISC SEND Nonclinical DART Sex Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124320"
"1238","Nonclinical DART Trial Phases","Terminology related to intervals of time associated with the defined phases of Developmental and Reproductive Toxicology (DART) studies.","true","C124321","Nonclinical DART Trial Phases","NCDPHASE","CDISC SEND Nonclinical DART Trial Phases Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124321"
"1239","Not Done","Indicates a task, process or examination that has either not been initiated or completed. (NCI)","false","C66789","Not Done","ND","CDISC SDTM Not Done Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C66789"
"1240","Null Flavor Reason","Terminology relevant to the reason for why a data value is not present.","true","C150810","Null Flavor Reason","NULLFLAV","CDISC SEND Null Flavor Reason Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C150810"
"1241","Organ Measurement Test Code","Terminology for the test codes concerned with the measurement of organs.","true","C89977","Organ Measurement Test Code","OMTESTCD","CDISC SEND Organ Measurement Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89977"
"1242","Organ Measurement Test Name","Terminology for the test names concerned with the measurement of organs.","true","C89976","Organ Measurement Test Name","OMTEST","CDISC SEND Organ Measurement Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89976"
"1243","Pharmaceutical Dosage Form","The form of the completed pharmaceutical product, e.g. tablet, capsule, injection, elixir, suppository. Dosage form can have a significant effect on the onset, duration and intensity of the pharmacological action of a drug. A pharmaceutical dosage form controls the rate at which the drug is released into the biological fluids. This release rate affects its intrinsic absorption pattern and therefore, the bioavailability of the drug.","true","C66726","Pharmaceutical Dosage Form","FRM","CDISC SDTM Pharmaceutical Dosage Form Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C66726"
"1244","Physical Properties Test Code","Terminology relevant to the test codes that describe the physical characteristics of an entity.","true","C95121","Physical Properties Test Code","PHSPRPCD","CDISC SDTM Physical Properties Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C95121"
"1245","Physical Properties Test Name","Terminology relevant to the test names that describe the physical characteristics of an entity.","true","C95120","Physical Properties Test Name","PHSPRP","CDISC SDTM Physical Properties Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C95120"
"1246","PK Parameters","Parameters used to describe the time-concentration curve.","true","C85493","PK Parameters","PKPARM","CDISC SDTM Pharmacokinetic Parameter Long Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C85493"
"1247","PK Parameters Code","Parameter codes used to describe the time-concentration curve.","true","C85839","PK Parameters Code","PKPARMCD","CDISC SDTM Pharmacokinetic Parameter Short Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C85839"
"1248","PK Units of Measure","Units of measure for pharmacokinetic data and parameters.","true","C85494","PK Units of Measure","PKUNIT","CDISC SDTM Pharmacokinetic Parameter Unit of Measure Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C85494"
"1249","PK Units of Measure - Dose mg","Units of measure for pharmacokinetic parameters normalized by dose amount in milligrams.","true","C128685","PK Units of Measure - Dose mg","PKUDMG","CDISC SDTM PK Unit of Measure Milligram Dose Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C128685"
"1250","PK Units of Measure - Dose ug","Units of measure for pharmacokinetic parameters normalized by dose amount in micrograms.","true","C128686","PK Units of Measure - Dose ug","PKUDUG","CDISC SDTM PK Unit of Measure Microgram Dose Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C128686"
"1251","PK Units of Measure - Weight g","Units of measure for pharmacokinetic parameters normalized by weight in grams.","true","C128684","PK Units of Measure - Weight g","PKUWG","CDISC SDTM PK Unit of Measure Gram Weight Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C128684"
"1252","PK Units of Measure - Weight kg","Units of measure for pharmacokinetic parameters normalized by weight in kilograms.","true","C128683","PK Units of Measure - Weight kg","PKUWKG","CDISC SDTM PK Unit of Measure Kilogram Weight Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C128683"
"1253","Planned Pharmacologic Target Mode of Action Response","Terminology related to the functional change at the level of the intended target of the pharmacologic intervention.","true","C154684","Planned Pharmacologic Target Mode of Action Response","PPTMDARS","CDISC SEND Planned Pharmacologic Target Mode of Action Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C154684"
"1254","Portion/Totality","Qualifier for anatomical location or specimen further detailing the portion or totality, which means arrangement of, or apportioning of an entity.","true","C99075","Portion/Totality","PORTOT","CDISC SDTM Portion/Totality Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C99075"
"1255","Position","Terminology codelist used with Body Position within CDISC.","true","C71148","Position","POSITION","CDISC SDTM Body Position Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C71148"
"1256","Pregnancy Findings Result","Terminology relevant to the results for pregnancy findings.","true","C124323","Pregnancy Findings Result","PYFINDRS","CDISC SEND Pregnancy Findings Result Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124323"
"1257","Pregnancy Findings Result Category","Terminology relevant to the classifications of the results for pregnancy findings.","true","C124322","Pregnancy Findings Result Category","PYRESCAT","CDISC SEND Pregnancy Findings Result Category Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124322"
"1258","Pregnancy Findings Test Code","Terminology for the test codes relevant to pregnancy.","true","C124324","Pregnancy Findings Test Code","PYTESTCD","CDISC SEND Pregnancy Findings Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124324"
"1259","Pregnancy Findings Test Name","Terminology for the test names relevant to pregnancy.","true","C124325","Pregnancy Findings Test Name","PYTEST","CDISC SEND Pregnancy Findings Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C124325"
"1260","Rad/Nuc Agent Ionizing Radiation Type Response","Terminology related to the form of ionizing radiation that is emitted by the rad/nuc agent source.","true","C158121","Rad/Nuc Agent Ionizing Radiation Type Response","RNAIOTYP","CDISC SEND Rad/Nuc Agent Ionizing Radiation Type Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C158121"
"1261","Rad/Nuc Agent Source Response","Terminology related to the mode by which the radiological or nuclear challenge agent is delivered to the subject.","true","C158122","Rad/Nuc Agent Source Response","RNASRC","CDISC SEND Rad/Nuc Agent Source Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C158122"
"1262","Rad/Nuc Targeted Injury Model Response","Terminology related to the type of radiation injury that is being induced in the animal.","true","C160928","Rad/Nuc Targeted Injury Model Response","RNTIMRS","CDISC SEND Rad/Nuc Targeted Injury Model Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C160928"
"1263","Relationship Type","The description of relationship types between a record or set of records.","false","C78737","Relationship Type","RELTYPE","CDISC SDTM Relationship Type Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C78737"
"1264","Restraint Mode Response","Terminology related to the means by which restraint was applied to the individual.","true","C158123","Restraint Mode Response","RSTMODRS","CDISC SEND Restraint Mode Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C158123"
"1265","Route of Administration Response","A terminology codelist relevant to the course by which a substance is administered in order to reach the site of action in the body.","true","C66729","Route of Administration Response","ROUTE","CDISC SDTM Route of Administration Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C66729"
"1266","SEND Cardiovascular Test Code","Terminology related to the non-clinical cardiovascular test code codelist.","true","C120532","SEND Cardiovascular Test Code","SCVTSTCD","CDISC SEND Cardiovascular Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C120532"
"1267","SEND Cardiovascular Test Name","Terminology related to the non-clinical cardiovascular test name codelist.","true","C120533","SEND Cardiovascular Test Name","SCVTST","CDISC SEND Cardiovascular Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C120533"
"1268","SEND Control Type","Terminology relevant to the types of controls in nonclinical studies.","true","C184332","SEND Control Type","STCNTRL","CDISC SEND Control Type Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C184332"
"1269","SEND Domain Abbreviation","A unique, 2-character domain code used in the regulatory submission process of pre-clinical studies. The domain abbreviation is used consistently throughout the submission, i.e. in the dataset name, as the value of the domain variable within the dataset, and as a prefix for most variable names in the dataset.","true","C111113","SEND Domain Abbreviation","SDOMAIN","CDISC SEND Domain Abbreviation Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C111113"
"1270","SEND ECG Category","Terminology related to classifications that describe non-clinical ECG tests.","true","C90012","SEND ECG Category","EGCATSND","CDISC SEND Electrocardiogram Category Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C90012"
"1271","SEND Implementation Guide Version","Terminology related to the name and version of the SEND implementation guide that is in use for the study.","true","C89982","SEND Implementation Guide Version","SNDIGVER","CDISC SEND Version Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89982"
"1272","SEND Microbiology Test Code","Terminology for the test code relevant to non-clinical microbiology findings.","true","C163030","SEND Microbiology Test Code","SMBTSTCD","CDISC SEND Microbiology Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C163030"
"1273","SEND Microbiology Test Name","Terminology for the test name relevant to non-clinical microbiology findings.","true","C163031","SEND Microbiology Test Name","SMBTST","CDISC SEND Microbiology Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C163031"
"1274","SEND Microscopic Findings Test Code","Terminology for the test codes concerned with the non-clinical findings from a specimen that are visible by microscopic analysis.","true","C89974","SEND Microscopic Findings Test Code","MITESTCD","CDISC SEND Microscopic Findings Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89974"
"1275","SEND Microscopic Findings Test Name","Terminology for the test codes concerned with the non-clinical findings from a specimen that are visible by microscopic analysis.","true","C89973","SEND Microscopic Findings Test Name","MITEST","CDISC SEND Microscopic Findings Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89973"
"1276","SEND Respiratory Test Code","Terminology related to the non-clinical respiratory test code codelist.","true","C120534","SEND Respiratory Test Code","SRETSTCD","CDISC SEND Respiratory Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C120534"
"1277","SEND Respiratory Test Name","Terminology related to the non-clinical respiratory test name codelist.","true","C120535","SEND Respiratory Test Name","SRETST","CDISC SEND Respiratory Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C120535"
"1278","SEND Severity","Non-clinical terminology relevant to the degree of an occurrence of a reported finding.","false","C90000","SEND Severity","SEV","CDISC SEND Severity Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C90000"
"1279","SEND Study Type","Terminology relevant to the type of nonclinical study performed.","true","C90003","SEND Study Type","SSTYP","CDISC SEND Study Type Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C90003"
"1280","SEND Subject Characteristics Test Code","Terminology for the test codes concerned with the distinguishing qualities or prominent aspect of a person, object, action, process, or substance.","true","C89981","SEND Subject Characteristics Test Code","SBCCDSND","CDISC SEND Subject Characteristic Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89981"
"1281","SEND Subject Characteristics Test Name","Terminology for the test names concerned with the distinguishing qualities or prominent aspect of a person, object, action, process, or substance.","true","C89980","SEND Subject Characteristics Test Name","SBCSND","CDISC SEND Subject Characteristic Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C89980"
"1282","SEND Trial Summary Parameter Test Code","Terminology related to the parameter codes of the individual characteristics of a nonclinical study.","true","C90009","SEND Trial Summary Parameter Test Code","STSPRMCD","CDISC SEND Trial Summary Parameter Short Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C90009"
"1283","SEND Trial Summary Parameter Test Name","Terminology related to the parameter names of the individual characteristics of a nonclinical study.","true","C90007","SEND Trial Summary Parameter Test Name","STSPRM","CDISC SEND Trial Summary Parameter Long Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C90007"
"1284","SEND Vital Signs Test Code","The name given to the test code that analyzes a vital sign in nonclinical studies.","true","C120536","SEND Vital Signs Test Code","SVSTSTCD","CDISC SEND Vital Signs Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C120536"
"1285","SEND Vital Signs Test Name","The name given to the test name that analyzes a vital sign in nonclinical studies.","true","C120537","SEND Vital Signs Test Name","SVSTST","CDISC SEND Vital Signs Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C120537"
"1286","Sex","The assemblage of physical properties or qualities by which male is distinguished from female; the physical difference between male and female; the distinguishing peculiarity of male or female. (NCI)","false","C66731","Sex","SEX","CDISC SDTM Sex of Individual Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C66731"
"1287","Sex of Participants Response","A terminology codelist relevant to the specific sex, either male, female, or mixed of the subject group being studied.","false","C66732","Sex of Participants Response","SEXPOP","CDISC SDTM Sex of Study Group Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C66732"
"1288","Sexual Maturity Status Response","Terminology related to the capacity of an organism to reproduce via sexual reproduction.","true","C158124","Sexual Maturity Status Response","SEXMAT","CDISC SEND Sexual Maturity Status Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C158124"
"1289","Species","Terminology related to the common name for an animal used as the test system in a study (e.g., dog, monkey, mouse, rabbit, rat).","true","C77808","Species","SPECIES","CDISC SEND Laboratory Animal Species Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C77808"
"1290","Specimen","Terminology related to any material sample taken from a biological entity.","true","C77529","Specimen","SPEC","CDISC SEND Biospecimens Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/send/C77529"
