"id","alt_label","definition","identifier","notation","pref_label","uri"
"8202","Peripheral Blood;Whole Blood","A liquid tissue with the primary function of transporting oxygen and carbon dioxide. It supplies the tissues with nutrients, removes waste products, and contains various components of the immune system defending the body against infection.","C12434","BLOOD","Blood","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12434"
"8203","BMMC","Any cell with a single nucleus found in the bone marrow, for example lymphocytes, monocytes, mesenchymal stem cells and hematopoietic progenitor cells.","C156591","BONE MARROW MONONUCLEAR CELL","Bone Marrow Mononuclear Cell","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C156591"
"8204","","The tissue occupying the spaces of some bones. It consists of blood vessel sinuses and a network of hematopoietic cells.","C12431","BONE MARROW","Bone Marrow","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12431"
"8205","","Calcified connective tissue that forms the skeletal components of the body. (NCI)","C12366","BONE","Bone","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12366"
"8206","","A liquid produced by the mammary gland.","C13257","BREAST MILK","Breast Milk","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13257"
"8207","","The middle fraction of an anticoagulated blood specimen following separation by centrifugation. It contains most of the white blood cells and platelets.","C84507","BUFFY COAT","Buffy Coat","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C84507"
"8208","Calculi","A concretion of material in the body, usually composed of mineral salts. Representative examples include gallbladder stones, kidney stones, and salivary gland stones.","C35708","CALCULUS","Stone","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C35708"
"8209","","A mixture of arterial blood, venous blood and interstitial fluid, which is found in the capillaries.","C112235","CAPILLARY BLOOD","Capillary Blood","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C112235"
"8210","","A plasma sample that is prepared from capillary blood.","C132461","CAPILLARY PLASMA","Capillary Plasma","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C132461"
"8211","Myocardium","The striated muscle tissue of the heart enveloped by the epicardium and the endocardium. (NCI)","C12371","CARDIAC MUSCLE TISSUE","Myocardium","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12371"
"8212","","A cell sample that has been compacted by centrifugation.","C113745","CELL PELLET","Cell Pellet","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C113745"
"8213","CSF","The fluid that is contained within the brain ventricles, the subarachnoid space and the central canal of the spinal cord. (NCI)","C12692","CEREBROSPINAL FLUID","Cerebrospinal Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12692"
"8214","","A wax secreted by glands in the ear canal.","C32293","CERUMEN","Cerumen","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C32293"
"8215","","The watery fluid secreted from the glands and associated structures of the cervicovaginal region.","C150892","CERVICOVAGINAL SECRETION","Cervicovaginal Secretion","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C150892"
"8216","CTC","A metastatic cancer cell found in the peripheral blood. (NCI)","C63797","CIRCULATING TUMOR CELL","Circulating Tumor Cell","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C63797"
"8217","","A thick, protein-rich substance secreted by the breasts during the second half of pregnancy and for a few days after birth before the breast milk comes in.","C32348","COLOSTRUM","Human Colostrum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C32348"
"8218","Umbilical Cord Blood","Blood present in the umbilical vessels at the time of delivery.","C13300","CORD BLOOD","Umbilical Cord Blood","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13300"
"8219","","The clear portion of the blood that remains after the removal of the blood cells and the clotting proteins from the cord blood of a newborn baby.","C119550","CORD SERUM","Umbilical Cord Serum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C119550"
"8220","","The cells and connective tissue from the inner layer of the two main layers of the skin. The dermis has connective tissue, blood vessels, oil and sweat glands, nerves, hair follicles, and other structures. It is made up of a thin upper layer called the papillary dermis, and a thick lower layer called the reticular dermis.","C12701","DERMAL TISSUE","Dermis","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12701"
"8221","Dialysate","The fluid which runs through a dialysis machine and captures, for discard or analysis, the excess water and waste from the blood stream through diffusion and ultrafiltration. (NCI)","C106515","DIALYSIS FLUID","Dialysis Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C106515"
"8222","PD Fluid;Peritoneal Dialysate","The dialysis fluid which is collected from the peritoneal space and captures, for discard or analysis, the excess water and waste from the blood stream through diffusion and ultrafiltration. (NCI)","C154852","DIALYSIS FLUID, PERITONEAL","Peritoneal Dialysis Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C154852"
"8223","","Normal or abnormal secretions expelled from a body location.","C142366","DISCHARGE","Discharge Body Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C142366"
"8224","Emesis;Vomitus","Partially digested gastric contents that are returned to the mouth or beyond via the vomit reflex present in some species.","C77666","EMESIS","Vomitus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C77666"
"8225","Psychic Tear","A type of tear produced in response to negative or positive emotions; contains higher amounts of proteins and stress-related hormones in comparison to other tear types.","C176368","EMOTIONAL TEAR","Emotional Tear","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C176368"
"8226","","A specimen that consists of the cells and connective tissue of the endometrium.","C176371","ENDOMETRIAL TISSUE","Endometrial Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C176371"
"8227","Endotracheal Aspirate Fluid;ETA Fluid;Tracheal Aspirate;Tracheal Aspirate Fluid","The fluid collected from the lumen of the trachea.","C171504","ENDOTRACHEAL FLUID","Endotracheal Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C171504"
"8228","","The cells and connective tissue from the epithelial portion of the skin (cutis). It consists of the following layers: stratum corneum (horny layer), stratum granulosum (granular layer), stratum spinosum (prickle cell layer), and stratum basale (basal cell layer).","C12708","EPIDERMAL TISSUE","Epidermis","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12708"
"8229","","Any of the cells of the epithelium, which covers the body and lines its cavities and glands.","C12578","EPITHELIAL CELL","Epithelial Cell","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12578"
"8230","RBC;Red Blood Cells","Cell specialized for oxygen transport, having a high concentration of hemoglobin in the cytoplasm and little else; biconcave, anucleate discs, 7nm diameter in mammals.","C12521","ERYTHROCYTES","Erythrocyte","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12521"
"8231","","Expired air that has been condensed.","C126053","EXHALED BREATH CONDENSATE","Exhaled Breath Condensate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C126053"
"8232","Exhaled Breath;Expired Breath","The air that moves out of the chest during expiration. It contains a higher percentage of carbon dioxide and a lower percentage of oxygen compared to the inhaled air. (NCI)","C78741","EXPIRED AIR","Expired Air","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C78741"
"8233","","Accumulation of extravasated fluid containing inflammatory cells and fibrin. Necrotic debris and/or other cellular and extracellular components may also be present.","C13233","EXUDATE","Exudate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13233"
"8234","","A connective tissue cell that secretes collagen, a component of the extracellular matrix.","C12482","FIBROBLAST","Fibroblast","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12482"
"8235","","Liquid substances produced by the body.","C13236","FLUID","Body Fluid or Substance","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13236"
"8236","Stomach Contents","The contents of the stomach that may include undigested food mixed with juices secreted by the gastric mucosal glands. (NCI)","C77614","GASTRIC CONTENTS","Gastric Content","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C77614"
"8237","","The fluid produced by the stomach glands, composed of gastric acids and enzymes. (NCI)","C86998","GASTRIC FLUID","Gastric Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C86998"
"8238","","A tube-like invagination of the epidermis from which the hair shaft develops and into which the sebaceous glands open; the follicle is lined by a cellular inner and outer root sheath of epidermal origin and is invested with a fibrous sheath derived from the dermis. (NCI)","C13317","HAIR FOLLICLE","Hair Follicle","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13317"
"8239","Hair","The filamentous outgrowth of the epidermis. (NCI)","C32705","HAIR","Hair","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C32705"
"8240","","The liquid, solid or semi-solid lying below a liquid residue, which is separated by crystallization, precipitation or centrifugation of a plasma sample. (NCI)","C106554","INFRANATANT, PLASMA","Plasma Infranatant","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C106554"
"8241","","The liquid, solid or semi-solid lying below a liquid residue, which is separated by crystallization, precipitation or centrifugation of a pleural fluid sample. (NCI)","C106558","INFRANATANT, PLEURAL FLUID","Pleural Fluid Infranatant","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C106558"
"8242","","The liquid, solid or semi-solid lying below a liquid residue, which is separated by crystallization, precipitation or centrifugation of a serum sample. (NCI)","C106565","INFRANATANT, SERUM","Serum Infranatant","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C106565"
"8243","","The extracellular fluid component found in the spaces between tissues. This excludes plasma and transcellular fluid.","C120839","INTERSTITIAL FLUID","Interstitial Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C120839"
"8244","Microbial Isolate","A specific individual microbe and its genetically identical progeny separated on a single occasion from a sample taken from a host or culture system.","C53471","ISOLATE","Isolate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C53471"
"8245","","The keratin-producing cell of the epidermis that forms in the deep basal layer of the stratified epithelium.","C12589","KERATINOCYTE","Keratinocyte","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12589"
"8246","Wash Fluid","Fluid introduced and collected from a body cavity or location by lavage or wash procedure.","C103411","LAVAGE FLUID","Lavage Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C103411"
"8247","","Blood cells that are devoid of hemoglobin, capable of amoeboid motion and phagocytosis, and act as the principal components of the immune system.","C12529","LEUKOCYTE","Leukocyte","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12529"
"8248","","Vaginal discharge occurring during the post-partum period. It consists of a mixture of blood, mucus, and placental remnants. (NCI)","C78742","LOCHIA","Lochia","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C78742"
"8249","","Pulmonary surfactant lines the lung epithelium and lowers surface tension to prevent collapse at end-expiration. Deficiency of pulmonary surfactant results in respiratory distress syndrome (RDS) in premature infants. Lung surfactant is synthesized in alveolar type II cells, stored in lamellar bodies and secreted via exocytosis. (NCI)","C13273","LUNG SURFACTANT","Lung Surfactant","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13273"
"8250","","A clear, transparent, sometimes faintly yellow and slightly opalescent fluid that is collected from the tissues throughout the body, flows in the lymphatic vessels (through the lymph nodes), and is eventually added to the venous blood circulation. Lymph consists of a clear liquid portion, varying numbers of white blood cells (chiefly lymphocytes), and a few red blood cells. (NCI)","C13252","LYMPH","Lymph","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13252"
"8251","","The cellular debris and fluid produced by lysis of cells.","C62004","LYSATE","Lysate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C62004"
"8252","","The newborn's first intestinal discharge. It is a dark-green, thick substance composed of mucus, intestinal secretions, hair, and intestinal mucosa cells. (NCI)","C78743","MECONIUM","Meconium","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C78743"
"8253","","The discharged blood from the uterus during the reproductive years. The discharge occurs approximately once a month. (NCI)","C78740","MENSTRUAL BLOOD","Menstrual Blood","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C78740"
"8254","","The de-oxygenated blood flowing into the right side of the heart, composed of a mixture of venous blood from the entirety of the systemic circulation.","C158281","MIXED VENOUS BLOOD","Mixed Venous Blood","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C158281"
"8255","","A large, phagocytic mononuclear leukocyte produced in the vertebrate bone marrow and released into the blood; containing a large, oval or somewhat indented nucleus surrounded by voluminous cytoplasm and numerous organelles.","C12547","MONOCYTE","Monocyte","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12547"
"8256","","The thick fluid secreted by the mucus glands in the aerodigestive tract and the vagina. (NCI)","C13259","MUCUS","Mucus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13259"
"8257","","Tissue responsible for body and internal organ movement. Muscle tissue is composed of specialized contractile cells.","C12435","MUSCLE TISSUE","Muscle Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12435"
"8258","Nail","The cutaneous plate on the dorsal surface of the distal end of a finger or toe. (NCI)","C33156","NAIL","Nail","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C33156"
"8259","PBMC","A peripheral blood cell with a single nucleus, for example lymphocytes and monocytes.","C12954","PERIPHERAL BLOOD MONONUCLEAR CELL","Peripheral Blood Mononuclear Cell","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12954"
"8260","","The fluid within the peritoneal cavity.","C77612","PERITONEAL FLUID","Peritoneal Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C77612"
"8261","Sweat","The liquid secreted by the sweat glands. (NCI)","C13280","PERSPIRATION","Sweat","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13280"
"8262","","The fluid that is produced from the movement of whole blood across a semipermeable membrane in response to a pressure gradient, removing blood cells and large proteins.","C176370","PLASMA ULTRAFILTRATE","Plasma Ultrafiltrate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C176370"
"8263","","The fluid (acellular) portion of the circulating blood with retained clotting components.","C13356","PLASMA","Plasma","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13356"
"8264","PPP","A plasma sample that is prepared from whole blood, which has undergone a number of centrifugation steps to decrease the amount of platelets. (NCI)","C106556","PLATELET POOR PLASMA","Platelet-poor Plasma","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C106556"
"8265","PRP","A plasma sample that is prepared from whole blood, which has undergone a number of centrifugation steps to concentrate the amount of platelets. (NCI)","C106557","PLATELET RICH PLASMA","Platelet-rich Plasma","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C106557"
"8266","Thrombocyte","An irregular, disc-shaped structure in the blood that assists in blood clotting. Platelets are not blood cells, they are fragments of large bone marrow cells called megakaryocytes. (NCI)","C12520","PLATELET","Platelet","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12520"
"8267","","The fluid within the pleural cavity.","C77613","PLEURAL FLUID","Pleural Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C77613"
"8268","","The serous membrane that lines the wall of the thoracic cavity and the surface of the lungs.","C12469","PLEURAL TISSUE","Pleura","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12469"
"8269","","A slightly alkaline, white fluid secreted from the prostate and is a constituent of semen.","C100896","PROSTATIC FLUID","Prostatic Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C100896"
"8270","","A yellowish substance produced during bacterial inflammation. It contains necrotic cells and cells fighting the infection. (NCI)","C50718","PUS","Pus","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C50718"
"8271","","A type of tear produced in response to irritation from foreign particles, vapors, bright lights, or peppery substances; contains higher amounts of antibodies in comparison to other tear types.","C176367","REFLEX TEAR","Reflex Tear","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C176367"
"8272","","Immature erythrocytes that have just undergone extrusion of their cell nucleus. They still contain some organelles that gradually decrease in number as the cells mature.","C12528","RETICULOCYTES","Reticulocyte","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12528"
"8273","","A clear liquid secreted by the salivary glands.","C13275","SALIVA","Saliva","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13275"
"8274","","A thick, oily substance produced by the sebaceous glands located in the dermis. (NCI)","C13276","SEBUM","Sebum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13276"
"8275","","The fluid containing the spermatozoa, secreted by the testes and accessory reproductive glands of the male.","C13277","SEMEN","Semen","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13277"
"8276","","Part of the ejaculated fluid. It contains secretions from the seminal vesicles, Cowper gland, and prostate gland.","C33529","SEMINAL FLUID","Seminal Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C33529"
"8277","Ser/Plas/Bld","A specimen type consisting of serum or plasma or blood.","C170628","SERUM OR PLASMA OR BLOOD","Serum or Plasma or Blood","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C170628"
"8278","Ser/Plas","The non-cellular portion of the circulating blood, with or without the clotting proteins present.","C105706","SERUM OR PLASMA","Serum or Plasma","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C105706"
"8279","Sera","The clear portion of the blood that remains after the removal of the blood cells and the clotting proteins. (NCI)","C13325","SERUM","Serum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13325"
"8280","","Voluntary, striated muscle tissue predominantly associated with the skeleton.","C13050","SKELETAL MUSCLE TISSUE","Skeletal Muscle Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13050"
"8281","","Tissue composed of three layers, epidermis, dermis and subcutis which protect underlying muscles and organs.","C33563","SKIN TISSUE","Skin Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C33563"
"8282","","A white secretion of the sebaceous glands of the foreskin. (NCI)","C33574","SMEGMA","Smegma","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C33574"
"8283","","Primarily involuntary, non-striated muscle tissue of the internal organs and blood vessels.","C12437","SMOOTH MUSCLE TISSUE","Smooth Muscle Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12437"
"8284","Soft Tissue","Refers to muscle, fat, fibrous tissue, blood vessels, organ parenchyma, or other supporting tissue of the body.","C12471","SOFT TISSUE","Soft Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12471"
"8285","Sperm Cell","The male reproductive cell that is formed in the testicle. A sperm consists of a head, a body, and a tail that provides propulsion.","C12602","SPERMATOZOON","Spermatozoon","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12602"
"8286","","Material containing mucus, cellular debris, microorganisms and sometimes blood or pus. It is ejected through the mouth from the lungs, bronchi, and trachea. (NCI)","C13278","SPUTUM","Sputum","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13278"
"8287","Feces","The material discharged from the bowel during defecation. It consists of undigested food, intestinal mucus, epithelial cells, and bacteria. (NCI)","C13234","STOOL","Feces","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13234"
"8288","","Striated muscles are appendicular and axial muscles typically connected at either or both ends to the bony skeleton of the body. Striated muscle fibers contain a highly organized, contractile cytoskeletal apparatus with a striated microscopic appearance; muscle contraction is typically under voluntary control. (NCI)","C12436","STRIATED MUSCLE TISSUE","Striated Muscle Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12436"
"8289","","The liquid lying above a liquid, solid or semi-solid residue, which is separated by crystallization, precipitation or centrifugation of a cerebrospinal fluid sample. (NCI)","C150894","SUPERNATANT, CEREBROSPINAL FLUID","Cerebrospinal Fluid Supernatant","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C150894"
"8290","","The liquid lying above a liquid, solid or semi-solid residue, which is separated by crystallization, precipitation or centrifugation of a plasma sample. (NCI)","C106555","SUPERNATANT, PLASMA","Plasma Supernatant","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C106555"
"8291","","The liquid lying above a liquid, solid or semi-solid residue, which is separated by crystallization, precipitation or centrifugation of a pleural fluid sample. (NCI)","C106559","SUPERNATANT, PLEURAL FLUID","Pleural Fluid Supernatant","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C106559"
"8292","","The liquid lying above a liquid, solid or semi-solid residue, which is separated by crystallization, precipitation or centrifugation of a serum or plasma sample. (NCI)","C150893","SUPERNATANT, SERUM OR PLASMA","Serum or Plasma Supernatant","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C150893"
"8293","","The liquid lying above a liquid, solid or semi-solid residue, which is separated by crystallization, precipitation or centrifugation of a serum sample. (NCI)","C106566","SUPERNATANT, SERUM","Serum Supernatant","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C106566"
"8294","","A heterogeneous and variable aggregate of body fluids, tissues, cells, microorganisms, and other materials that are collected from a swab biospecimen collection procedure.","C150895","SWABBED MATERIAL","Swabbed Material","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C150895"
"8295","Synovia","The fluid within a joint capsule.","C33718","SYNOVIAL FLUID","Synovial Fluid","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C33718"
"8296","","The fluid secreted by the lacrimal apparatus.","C33739","TEAR","Tear","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C33739"
"8297","","An anatomical structure consisting of similarly specialized cells and intercellular matrix, aggregated according to genetically determined spatial relationships, performing a specific function. (NCI)","C12801","TISSUE","Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C12801"
"8298","","The fluid that passes through the wall of the veins and capillaries to the surrounding tissues because of increased intravascular pressure. It has low protein content. (NCI)","C78744","TRANSUDATE","Transudate","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C78744"
"8299","","A tumor sample, or entire tumor that is removed for examination.","C18009","TUMOR TISSUE","Tumor Tissue","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C18009"
"8300","","Material separated from urine.","C158282","URINE SEDIMENT","Urine Sediment","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C158282"
"8301","","The fluid produced by the kidneys.","C13283","URINE","Urine","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13283"
"8302","","Deoxygenated blood containing urea and other waste products which is transported through the venous system to the heart and lungs. The exception is blood within the pulmonary vein which is oxygenated and travels from the lungs to the left atrium of the heart. (NCI)","C78730","VENOUS BLOOD","Venous Blood","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C78730"
"8303","","Blood present in the umbilical vein at the time of delivery.","C120840","VENOUS CORD BLOOD","Venous Cord Blood","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C120840"
"8304","","A plasma sample that is prepared from venous blood.","C132462","VENOUS PLASMA","Venous Plasma","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C132462"
"8305","","The clear colorless transparent jelly that fills the posterior chamber of the eyeball. (NCI)","C13323","VITREOUS HUMOR","Vitreous Humor","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C13323"
"8306","","The nerve tissue forming the bulk of the deep parts of the brain and the superficial parts of the spinal cord. It is composed of nerve cell processes, i.e. extensions (axons), which connect various gray matter areas of the brain to each other and carry nerve impulses to and from the nerve cell bodies within the central nervous system (neurons). (NCI)","C33892","WHITE MATTER TISSUE","White Matter","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C78734-C33892"
