"id:ID","alt_label","definition","extensible","identifier","label","notation","pref_label","uri"
"111","Abnormal Involuntary Movement Scale Clinical Classification ORRES for AIMS0111 Through AIMS0112 TN/TC","Abnormal Involuntary Movement Scale original result for AIMS0111 through AIMS0112 test and test code.","false","C182467","Abnormal Involuntary Movement Scale Clinical Classification ORRES for AIMS0111 Through AIMS0112 TN/TC","AIMS0111T12OR","CDISC Clinical Classification Abnormal Involuntary Movement Scale AIMS0111 Through AIMS0112 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182467"
"112","Abnormal Involuntary Movement Scale Clinical Classification STRESC for AIMS0101 Through AIMS0107 TN/TC","Abnormal Involuntary Movement Scale standardized character result for AIMS0101 through AIMS0107 test and test code.","false","C182502","Abnormal Involuntary Movement Scale Clinical Classification STRESC for AIMS0101 Through AIMS0107 TN/TC","AIMS0101T07STR","CDISC Clinical Classification Abnormal Involuntary Movement Scale AIMS0101 Through AIMS0107 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182502"
"113","Abnormal Involuntary Movement Scale Clinical Classification STRESC for AIMS0108 Through AIMS0109 TN/TC","Abnormal Involuntary Movement Scale standardized character result for AIMS0108 through AIMS0109 test and test code.","false","C182503","Abnormal Involuntary Movement Scale Clinical Classification STRESC for AIMS0108 Through AIMS0109 TN/TC","AIMS0108T09STR","CDISC Clinical Classification Abnormal Involuntary Movement Scale AIMS0108 Through AIMS0109 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182503"
"114","Abnormal Involuntary Movement Scale Clinical Classification STRESC for AIMS0110 TN/TC","Abnormal Involuntary Movement Scale standardized character result for AIMS0110 test and test code.","false","C182504","Abnormal Involuntary Movement Scale Clinical Classification STRESC for AIMS0110 TN/TC","AIMS0110STR","CDISC Clinical Classification Abnormal Involuntary Movement Scale AIMS0110 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182504"
"115","Abnormal Involuntary Movement Scale Clinical Classification STRESC for AIMS0111 Through AIMS0112 TN/TC","Abnormal Involuntary Movement Scale standardized character result for AIMS0111 through AIMS0112 test and test code.","false","C182505","Abnormal Involuntary Movement Scale Clinical Classification STRESC for AIMS0111 Through AIMS0112 TN/TC","AIMS0111T12STR","CDISC Clinical Classification Abnormal Involuntary Movement Scale AIMS0111 Through AIMS0112 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182505"
"116","Abnormal Involuntary Movement Scale Clinical Classification Test Code","Abnormal Involuntary Movement Scale test code.","false","C101805","Abnormal Involuntary Movement Scale Clinical Classification Test Code","AIMS01TC","CDISC Clinical Classification AIMS Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C101805"
"117","Abnormal Involuntary Movement Scale Clinical Classification Test Name","Abnormal Involuntary Movement Scale test name.","false","C101806","Abnormal Involuntary Movement Scale Clinical Classification Test Name","AIMS01TN","CDISC Clinical Classification AIMS Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C101806"
"118","Action Taken with Study Treatment","Terminology specifying changes to the study treatment as a result of an adverse event.","false","C66767","Action Taken with Study Treatment","ACN","CDISC SDTM Action Taken with Study Treatment Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C66767"
"119","Acute Coronary Syndrome Presentation Category","A classification of the presentation of acute coronary syndrome.","false","C101865","Acute Coronary Syndrome Presentation Category","ACSPCAT","CDISC SDTM Acute Coronary Syndrome Presentation Category Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C101865"
"120","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH101 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH101 test and test code.","false","C182484","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH101 TN/TC","APCH101OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH101 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182484"
"121","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH102 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH102 test and test code.","false","C182485","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH102 TN/TC","APCH102OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH102 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182485"
"122","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH103 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH103 test and test code.","false","C182486","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH103 TN/TC","APCH103OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH103 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182486"
"123","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH104 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH104 test and test code.","false","C182487","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH104 TN/TC","APCH104OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH104 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182487"
"124","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH105A TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH105A test and test code.","false","C182488","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH105A TN/TC","APCH105AOR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH105A Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182488"
"125","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH105B TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH105B test and test code.","false","C182489","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH105B TN/TC","APCH105BOR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH105B Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182489"
"126","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH106A TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH106A test and test code.","false","C182490","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH106A TN/TC","APCH106AOR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH106A Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182490"
"127","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH106B TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH106B test and test code.","false","C182491","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH106B TN/TC","APCH106BOR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH106B Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182491"
"128","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH107 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH107 test and test code.","false","C182492","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH107 TN/TC","APCH107OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH107 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182492"
"129","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH108 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH108 test and test code.","false","C182493","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH108 TN/TC","APCH108OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH108 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182493"
"130","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH109 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH109 test and test code.","false","C182494","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH109 TN/TC","APCH109OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH109 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182494"
"131","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH110 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH110 test and test code.","false","C182495","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH110 TN/TC","APCH110OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH110 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182495"
"132","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH111 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH111 test and test code.","false","C182496","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH111 TN/TC","APCH111OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH111 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182496"
"133","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH114 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH114 test and test code.","false","C182497","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH114 TN/TC","APCH114OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH114 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182497"
"134","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH115 TN/TC","Acute Physiology and Chronic Health Evaluation II original result for APCH115 test and test code.","false","C182498","Acute Physiology and Chronic Health Evaluation II Clinical Classification ORRES for APCH115 TN/TC","APCH115OR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH115 Original Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182498"
"135","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH101 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH101 test and test code.","false","C182522","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH101 TN/TC","APCH101STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH101 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182522"
"136","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH102 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH102 test and test code.","false","C182523","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH102 TN/TC","APCH102STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH102 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182523"
"137","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH103 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH103 test and test code.","false","C182524","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH103 TN/TC","APCH103STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH103 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182524"
"138","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH104 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH104 test and test code.","false","C182525","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH104 TN/TC","APCH104STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH104 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182525"
"139","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH105A TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH105A test and test code.","false","C182526","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH105A TN/TC","APCH105ASTR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH105A Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182526"
"140","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH105B TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH105B test and test code.","false","C182527","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH105B TN/TC","APCH105BSTR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH105B Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182527"
"141","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH106A TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH106A test and test code.","false","C182528","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH106A TN/TC","APCH106ASTR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH106A Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182528"
"142","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH106B TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH106B test and test code.","false","C182529","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH106B TN/TC","APCH106BSTR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH106B Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182529"
"143","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH107 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH107 test and test code.","false","C182530","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH107 TN/TC","APCH107STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH107 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182530"
"144","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH108 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH108 test and test code.","false","C182531","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH108 TN/TC","APCH108STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH108 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182531"
"145","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH109 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH109 test and test code.","false","C182532","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH109 TN/TC","APCH109STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH109 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182532"
"146","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH110 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH110 test and test code.","false","C182533","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH110 TN/TC","APCH110STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH110 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182533"
"147","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH111 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH111 test and test code.","false","C182534","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH111 TN/TC","APCH111STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH111 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182534"
"148","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH114 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH114 test and test code.","false","C182535","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH114 TN/TC","APCH114STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH114 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182535"
"149","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH115 TN/TC","Acute Physiology and Chronic Health Evaluation II standardized character result for APCH115 test and test code.","false","C182536","Acute Physiology and Chronic Health Evaluation II Clinical Classification STRESC for APCH115 TN/TC","APCH115STR","CDISC Clinical Classification Acute Physiology and Chronic Health Evaluation II APCH115 Standardized Character Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C182536"
"150","Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code","Acute Physiology and Chronic Health Evaluation II test code.","false","C120985","Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Code","APCH1TC","CDISC Clinical Classification APACHE II Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C120985"
"151","Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name","Acute Physiology and Chronic Health Evaluation II test name.","false","C120984","Acute Physiology and Chronic Health Evaluation II Clinical Classification Test Name","APCH1TN","CDISC Clinical Classification APACHE II Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C120984"
"152","Administration Technique Response","Terminology relevant to the product administration technique used.","true","C132311","Administration Technique Response","ADTNQRS","CDISC SDTM Administration Technique Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C132311"
"153","ADNI Auditory Verbal Learning Functional Test Test Code","ADNI AVLT test code.","false","C101807","ADNI Auditory Verbal Learning Functional Test Test Code","AVL01TC","CDISC Functional Test ADNI AVLT Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C101807"
"154","ADNI Auditory Verbal Learning Functional Test Test Name","ADNI AVLT test name.","false","C101808","ADNI Auditory Verbal Learning Functional Test Test Name","AVL01TN","CDISC Functional Test ADNI AVLT Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C101808"
"155","Age Unit","Those units of time that are routinely used to express the age of a subject.","false","C66781","Age Unit","AGEU","CDISC SDTM Age Unit Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C66781"
"156","Airway Questionnaire 20 Questionnaire Test Code","Airway Questionnaire 20 test code.","false","C112435","Airway Questionnaire 20 Questionnaire Test Code","AQ01TC","CDISC Questionnaire AQ20 Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C112435"
"157","Airway Questionnaire 20 Questionnaire Test Name","Airway Questionnaire 20 test name.","false","C112434","Airway Questionnaire 20 Questionnaire Test Name","AQ01TN","CDISC Questionnaire AQ20 Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C112434"
"158","AJCC TNM Staging System 7th Edition Clinical Classification Test Code","AJCC TNM Staging System 7th Edition test code.","false","C141655","AJCC TNM Staging System 7th Edition Clinical Classification Test Code","AJCC1TC","CDISC Clinical Classification AJCC v7 Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C141655"
"159","AJCC TNM Staging System 7th Edition Clinical Classification Test Name","AJCC TNM Staging System 7th Edition test name.","false","C141654","AJCC TNM Staging System 7th Edition Clinical Classification Test Name","AJCC1TN","CDISC Clinical Classification AJCC v7 Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C141654"
"160","AJCC Tumor Grade Response","Terminology relevant to the American Joint Committee on Cancer (AJCC) tumor grading system responses.","false","C135012","AJCC Tumor Grade Response","AJCCGRD","CDISC SDTM AJCC Tumor Grade Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C135012"
"161","Alcohol Use Disorder Identification Test-Consumption Questions Questionnaire Test Code","Alcohol Use Disorder Identification Test-Consumption Questions test code.","false","C119062","Alcohol Use Disorder Identification Test-Consumption Questions Questionnaire Test Code","ADTC01TC","CDISC Questionnaire AUDIT-C Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C119062"
"162","Alcohol Use Disorder Identification Test-Consumption Questions Questionnaire Test Name","Alcohol Use Disorder Identification Test-Consumption Questions test name.","false","C119061","Alcohol Use Disorder Identification Test-Consumption Questions Questionnaire Test Name","ADTC01TN","CDISC Questionnaire AUDIT-C Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C119061"
"163","Alcohol Use Disorder Identification Test: Self-Report Version Questionnaire Test Code","Alcohol Use Disorder Identification Test: Self-Report Version test code.","false","C119060","Alcohol Use Disorder Identification Test: Self-Report Version Questionnaire Test Code","ADT01TC","CDISC Questionnaire AUDIT-SR Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C119060"
"164","Alcohol Use Disorder Identification Test: Self-Report Version Questionnaire Test Name","Alcohol Use Disorder Identification Test: Self-Report Version test name.","false","C119059","Alcohol Use Disorder Identification Test: Self-Report Version Questionnaire Test Name","ADT01TN","CDISC Questionnaire AUDIT-SR Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C119059"
"165","Alert Verbal Painful Unresponsive Scale Clinical Classification Test Code","Alert Verbal Painful Unresponsive Scale test code.","false","C161623","Alert Verbal Painful Unresponsive Scale Clinical Classification Test Code","AVPU01TC","CDISC Clinical Classification AVPU Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C161623"
"166","Alert Verbal Painful Unresponsive Scale Clinical Classification Test Name","Alert Verbal Painful Unresponsive Scale test name.","false","C161622","Alert Verbal Painful Unresponsive Scale Clinical Classification Test Name","AVPU01TN","CDISC Clinical Classification AVPU Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C161622"
"167","Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Questionnaire Test Code","ADAS-Cog CDISC Version test code.","false","C100132","Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Questionnaire Test Code","ADCTC","CDISC Questionnaire ADAS-Cog CDISC Version Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C100132"
"168","Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Questionnaire Test Name","ADAS-Cog CDISC Version test name.","false","C100131","Alzheimer's Disease Assessment Scale - Cognitive CDISC Version Questionnaire Test Name","ADCTN","CDISC Questionnaire ADAS-Cog CDISC Version Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C100131"
"169","Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory MCI Version Questionnaire Test Code","Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory MCI Version test code.","false","C106651","Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory MCI Version Questionnaire Test Code","ADL03TC","CDISC Questionnaire ADCS-ADL MCI Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C106651"
"170","Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory MCI Version Questionnaire Test Name","Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory MCI Version test name.","false","C106650","Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory MCI Version Questionnaire Test Name","ADL03TN","CDISC Questionnaire ADCS-ADL MCI Test Name Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C106650"
"171","Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory Questionnaire Test Code","Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory test code.","false","C105140","Alzheimer's Disease Cooperative Study-Activities of Daily Living Inventory Questionnaire Test Code","ADL01TC","CDISC Questionnaire ADCS-ADL Test Code Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/sdtm/C105140"
