"id:ID","canonical","enabled","mandatory","name","uri"
"1392","","True","False","Hospitalization Required","http://id.d4k.dk/dataset/bc_template/event_observation/hospitalization_required"
"1393","","True","False","Is Life Threatening","http://id.d4k.dk/dataset/bc_template/event_observation/is_life_threatening"
"1394","","True","False","Occurred with Overdose","http://id.d4k.dk/dataset/bc_template/event_observation/occurred_with_overdose"
"1395","","True","False","Other Medically Important Serious Event","http://id.d4k.dk/dataset/bc_template/event_observation/other_medically_important_serious_event"
"1396","","True","False","Involves Cancer","http://id.d4k.dk/dataset/bc_template/event_observation/involves_cancer"
"1397","","True","False","Results in Death","http://id.d4k.dk/dataset/bc_template/event_observation/results_in_death"
"1398","","True","False","Standard Toxicity Grade","http://id.d4k.dk/dataset/bc_template/event_observation/standard_toxicity_grade"
"1399","DATE TIME","True","True","Start DateTime","http://id.d4k.dk/dataset/bc_template/event_observation/start_datetime"
"1400","DATE TIME","True","True","End DateTime","http://id.d4k.dk/dataset/bc_template/event_observation/end_datetime"
"1401","","True","False","Location of Event","http://id.d4k.dk/dataset/bc_template/event_observation/location_of_event"
"1402","","True","False","Congenital Anomaly or Birth Defect","http://id.d4k.dk/dataset/bc_template/event_observation/congenital_anomaly_or_birth_defect"
"1403","","True","False","Persist or Significant Disability/Incapacity","http://id.d4k.dk/dataset/bc_template/event_observation/persist_or_significant_disability/incapacity"
"1404","","True","True","Intervention Type","http://id.d4k.dk/dataset/bc_template/intervention/intervention_type"
"1405","","True","True","Intervention","http://id.d4k.dk/dataset/bc_template/intervention/intervention"
"1406","","True","False","Serious Event","http://id.d4k.dk/dataset/bc_template/intervention/serious_event"
"1407","","True","False","Severity","http://id.d4k.dk/dataset/bc_template/intervention/severity"
"1408","","True","False","Causality","http://id.d4k.dk/dataset/bc_template/intervention/causality"
"1409","","True","False","Relationship to Non-Study Treatment","http://id.d4k.dk/dataset/bc_template/intervention/relationship_to_non-study_treatment"
"1410","","True","False","Action taken","http://id.d4k.dk/dataset/bc_template/intervention/action_taken"
"1411","","True","False","Other Action Taken","http://id.d4k.dk/dataset/bc_template/intervention/other_action_taken"
"1412","","True","False","Concomitant or Additional Treatment Given","http://id.d4k.dk/dataset/bc_template/intervention/concomitant_or_additional_treatment_given"
"1413","","True","False","Outcome","http://id.d4k.dk/dataset/bc_template/intervention/outcome"
"1414","","True","False","Pattern of Event","http://id.d4k.dk/dataset/bc_template/intervention/pattern_of_event"
"1415","","True","False","Hospitalization Required","http://id.d4k.dk/dataset/bc_template/intervention/hospitalization_required"
"1416","","True","False","Is Life Threatening","http://id.d4k.dk/dataset/bc_template/intervention/is_life_threatening"
"1417","","True","False","Occurred with Overdose","http://id.d4k.dk/dataset/bc_template/intervention/occurred_with_overdose"
"1418","","True","False","Other Medically Important Serious Event","http://id.d4k.dk/dataset/bc_template/intervention/other_medically_important_serious_event"
"1419","","True","False","Involves Cancer","http://id.d4k.dk/dataset/bc_template/intervention/involves_cancer"
"1420","","True","False","Results in Death","http://id.d4k.dk/dataset/bc_template/intervention/results_in_death"
"1421","","True","False","Standard Toxicity Grade","http://id.d4k.dk/dataset/bc_template/intervention/standard_toxicity_grade"
"1422","DATE TIME","True","True","Start DateTime","http://id.d4k.dk/dataset/bc_template/intervention/start_datetime"
"1423","DATE TIME","True","True","End DateTime","http://id.d4k.dk/dataset/bc_template/intervention/end_datetime"
"1424","","True","False","Location of Event","http://id.d4k.dk/dataset/bc_template/intervention/location_of_event"
"1425","","True","False","Congenital Anomaly or Birth Defect","http://id.d4k.dk/dataset/bc_template/intervention/congenital_anomaly_or_birth_defect"
"1426","","True","False","Persist or Signif Disability/Incapacity","http://id.d4k.dk/dataset/bc_template/intervention/persist_or_signif_disability/incapacity"
