"id:ID","alt_label","definition","extensible","identifier","label","notation","pref_label","uri"
"1153","Protocol Amendment Attribute Terminology","A terminology value set relevant to the attributes of the protocol amendment.","False","C181167","Protocol Amendment Attribute Terminology","Protocol Amendment Attribute Terminology","CDISC Protocol Amendment Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C181167"
"1154","Protocol Contact Role Value Set","The terminology relevant to the role that the individual or entity plays with respect to being a contact within a study protocol.","False","C154681","Protocol Contact Role Value Set","Protocol Contact Role Value Set","CDISC Protocol Entities Protocol Contact Role Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C154681"
"1155","Protocol Entity Terminology","A terminology value set relevant to the entities within a protocol.","False","C132310","Protocol Entity Terminology","Protocol Entity Terminology","CDISC Protocol Entities Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C132310"
"1156","Protocol Statement Attribute Terminology","A terminology value set relevant to the attributes of the protocol statement.","False","C181168","Protocol Statement Attribute Terminology","Protocol Statement Attribute Terminology","CDISC Protocol Statement Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C181168"
"1157","Randomization Type Value Set","A terminology codelist relevant to the types of randomization schemas associated with a randomized controlled trial.","False","C147069","Randomization Type Value Set","Randomization Type Value Set","CDISC Protocol Randomization Type Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C147069"
"1158","Reference Attribute Terminology","A terminology value set relevant to the attributes of the reference.","False","C184333","Reference Attribute Terminology","Reference Attribute Terminology","CDISC Protocol Reference Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C184333"
"1159","Study Arm Attribute Terminology","A terminology value set relevant to the attributes of the study arm entity.","False","C172329","Study Arm Attribute Terminology","Study Arm Attribute Terminology","CDISC Protocol Study Arm Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C172329"
"1160","Study Arm Type Value Set Terminology","The terminology relevant to the identification of the kind of arm.","False","C174222","Study Arm Type Value Set Terminology","Study Arm Type Value Set Terminology","CDISC Protocol Study Arm Type Value Set Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C174222"
"1161","Study Contact Information Attribute Terminology","A terminology value set relevant to the attributes of the study contact information entity.","False","C154682","Study Contact Information Attribute Terminology","Study Contact Information Attribute Terminology","CDISC Protocol Entities Study Contact Information Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C154682"
"1162","Study Design Attribute Terminology","A terminology value set relevant to the attributes of the study design entity.","False","C147066","Study Design Attribute Terminology","Study Design Attribute Terminology","CDISC Protocol Entities Study Design Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C147066"
"1163","Study Monitoring Attribute Terminology","A terminology value set relevant to the attributes of the study monitoring entity.","False","C163026","Study Monitoring Attribute Terminology","Study Monitoring Attribute Terminology","CDISC Protocol Study Monitoring Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C163026"
"1164","Study Oversight Entity Attribute Terminology","A terminology value set relevant to the attributes of the study oversight entity.","False","C165640","Study Oversight Entity Attribute Terminology","Study Oversight Entity Attribute Terminology","CDISC Protocol Study Oversight Entity Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C165640"
"1165","Study Population Attribute Terminology","A terminology value set relevant to the attributes of the study population entity.","False","C160921","Study Population Attribute Terminology","Study Population Attribute Terminology","CDISC Protocol Study Population Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C160921"
"1166","Study Product Administration Attribute","A terminology value set relevant to the attributes of the study product administration.","False","C177904","Study Product Administration Attribute","Study Product Administration Attribute","CDISC Protocol Study Product Administration Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C177904"
"1167","Study Product Attribute Terminology","A terminology value set relevant to the attributes of the study product.","False","C174220","Study Product Attribute Terminology","Study Product Attribute Terminology","CDISC Protocol Study Product Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C174220"
"1168","Study Product Type Value Set Terminology","The terminology relevant to the identification of the kind of study product.","False","C174221","Study Product Type Value Set Terminology","Study Product Type Value Set Terminology","CDISC Protocol Study Product Type Value Set Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C174221"
"1169","Study Protocol Attribute Terminology","A terminology value set relevant to the attributes of the study protocol entity.","False","C132309","Study Protocol Attribute Terminology","Study Protocol Attribute Terminology","CDISC Protocol Entities Study Protocol Attribute Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C132309"
"1170","Study Purpose Value Set","A terminology codelist relevant to the reason(s) or intention(s) for the execution of an interventional or non-interventional clinical study.","False","C147067","Study Purpose Value Set","Study Purpose Value Set","CDISC Protocol Study Purpose Response Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C147067"
"1171","Study Type Response","A terminology codelist relevant to the role the study plays in determining the interventions a subject receives.","false","C99077","Study Type Response","STYPE","CDISC SDTM Study Type Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C99077"
"1172","Trial Intent Type Response","A terminology codelist relevant to the responses for the planned purpose of the therapy, device, or agent under study in the clinical trial.","true","C66736","Trial Intent Type Response","TINDTP","CDISC SDTM Trial Indication Type Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C66736"
"1173","Trial Phase Response","A terminology codelist relevant to the phase, or stage, of the clinical trial.","true","C66737","Trial Phase Response","TPHASE","CDISC SDTM Trial Phase Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C66737"
"1174","Trial Type Response","A terminology codelist relevant to the type of primary outcome or endpoint that the protocol is designed to evaluate.","true","C66739","Trial Type Response","TTYPE","CDISC SDTM Trial Type Terminology","http://id.d4k.dk/dataset/cdisc/ct/v48/protocol/C66739"
